episode,reward
0,-12849.5
1,-13747.4
2,-16280.55
3,-23776.15
4,-20450.65
5,-17952.65
6,-15888.05
7,-22290.75
8,-11103.25
9,-17974.35
10,-17964.45
11,-20090.85
12,-30730.15
13,-7622.45
14,-26972.8
15,-24954.5
16,-50741.0
17,-13949.65
18,-15315.55
19,-8563.6
20,-7018.65
21,-25105.3
22,-26596.15
23,-9941.1
24,-13007.2
25,-9824.65
26,-13914.05
27,-20710.7
28,-12306.6
29,-16991.6
30,-16933.75
31,-14202.5
32,-25205.85
33,-40599.0
34,-20109.35
35,-12107.65
36,-8347.3
37,-24486.9
38,-14848.9
39,-14112.35
40,-27559.4
41,-10100.6
42,-6345.9
43,-14080.0
44,-12332.3
45,-17269.55
46,-8883.8
47,-14134.8
48,-21855.05
49,-11223.65
50,-12678.15
51,-9258.85
52,-14623.3
53,-16341.45
54,-19324.0
55,-8788.9
56,-9528.6
57,-18945.5
58,-22134.75
59,-14792.6
60,-20731.2
61,-19486.95
62,-47797.6
63,-16725.35
64,-43370.35
65,-38567.65
66,-30959.9
67,-11865.8
68,-11500.7
69,-12748.75
70,-26528.6
71,-15583.8
72,-9426.1
73,-15115.2
74,-16882.7
75,-16494.05
76,-26663.25
77,-28536.25
78,-11328.3
79,-21706.4
80,-24916.7
81,-13310.3
82,-15152.35
83,-18989.25
84,-13602.05
85,-18908.95
86,-27238.7
87,-23229.15
88,-10972.5
89,-24798.3
90,-20240.65
91,-18184.45
92,-17363.7
93,-24889.45
94,-34832.55
95,-15503.75
96,-11050.75
97,-10837.75
98,-42814.2
99,-12015.45
100,-15308.2
101,-26392.35
102,-12386.75
103,-27437.4
104,-7633.4
105,-14916.85
106,-19790.7
107,-23612.15
108,-21556.5
109,-15859.1
110,-24850.15
111,-24841.55
112,-14040.85
113,-15427.85
114,-13794.05
115,-17527.4
116,-36795.55
117,-29068.4
118,-14511.0
119,-19481.55
120,-25144.15
121,-10604.5
122,-26917.7
123,-34098.45
124,-7076.1
125,-11309.15
126,-17017.2
127,-23423.85
128,-31271.05
129,-19489.3
130,-27610.5
131,-8336.25
132,-23592.4
133,-25108.25
134,-18214.25
135,-14884.1
136,-19710.0
137,-6509.6
138,-9249.7
139,-19554.5
140,-9254.35
141,-52953.65
142,-10564.4
143,-13686.8
144,-17273.7
145,-30917.4
146,-20285.3
147,-15856.3
148,-17951.15
149,-6598.95
150,-9308.45
151,-13021.0
152,-14334.4
153,-14080.8
154,-42259.05
155,-33942.1
156,-8462.85
