#{"t_start": 1746363710.00752, "env_id": "None"}
r,l,t
-21618.537603,28,1.908892
-125298.525371,27,4.291797
-14500.070921,32,6.603591
-46925.430281,31,8.379955
-41162.108369,32,10.32808
-67797.60693,34,12.074475
-17835.784703,37,13.991585
-15015.705528,29,15.559285
-13091.7187,29,17.857423
-13816.014716,27,19.452128
-51839.216336,34,20.881336
-96052.862494,46,23.352832
-82613.689271,30,24.983742
-21757.17957,32,27.009577
-14149.594168,38,28.85479
-118477.722637,30,30.575484
-56245.462149,36,32.952527
-11518.08853,35,34.375823
-17256.562272,31,35.911625
-31725.90101,29,37.730947
-31257.01407,35,39.768276
-28067.804234,31,41.63646
-19220.286189,35,44.082138
-39301.489778,28,45.865615
-62126.680932,34,47.893915
-18915.267646,36,49.878586
-10317.27514,31,51.317067
-34495.125662,35,52.887307
-15747.372504,27,55.016293
-50164.276935,29,56.751301
-94237.168593,30,58.870259
-18684.281761,39,60.608319
-58883.606257,34,62.821866
-38087.234151,35,64.571437
-15670.917988,35,66.304422
-13203.264638,31,68.358893
-25224.258803,30,70.171376
-24782.911295,29,71.57067
-57260.616329,42,73.704546
-20675.544167,36,75.758972
-13252.648508,34,78.258055
-105878.348538,24,79.966882
-45045.839836,35,81.564721
-29725.501459,37,83.581734
-129011.220663,38,85.992574
-18827.473407,36,88.040431
-19112.179372,38,90.778172
-23630.782994,33,92.371176
-26462.724092,33,94.28353
-16716.923282,34,96.401967
-25063.498544,37,98.266387
-13982.575936,33,100.119467
-16499.801286,33,101.808006
-59652.742402,30,103.745377
-103660.825232,29,105.529746
-84085.828291,38,107.04541
-63993.296203,31,108.873564
-81121.44122,27,110.403754
-22149.157746,31,111.958705
-48966.959198,36,114.028365
-31153.453008,28,115.909024
-81807.369189,30,117.750993
-18719.78002,35,120.098437
-18238.044971,37,121.907769
-89751.052612,28,123.927922
-21128.641955,32,125.842162
-25980.205274,37,127.362546
-17745.136326,34,129.912234
-31960.945033,31,131.813197
-21247.329638,30,133.684826
-54840.443603,36,135.94204
-27382.938304,38,137.406816
-15619.037698,38,139.430179
-31917.058532,36,141.486701
-23444.95,40,143.996583
-26339.905411,37,145.992646
-25805.853488,32,147.522281
-21804.261371,38,150.005412
-40290.291342,34,151.976414
-28829.098527,35,154.089392
-32518.548802,31,155.990402
-77996.229221,28,157.569066
-14171.020074,36,159.868644
-14004.611802,33,162.100973
-47610.762708,32,163.991915
-33580.985402,26,165.868601
-26461.380881,35,167.551837
-98038.039479,28,169.462481
-25213.700407,33,171.530538
-97652.184278,28,172.995827
-24877.066595,38,175.149992
-22219.904001,39,177.165346
-25035.754237,29,179.162534
-94605.862986,48,181.521165
-20768.57692,32,183.814592
-46605.206695,37,186.071579
-13400.714779,31,188.019057
-98833.301952,33,189.929459
-19371.598235,33,191.794531
-27493.364008,34,193.378633
-17107.578765,29,195.48756
-50900.968896,32,197.590257
-15520.470872,40,199.376498
-62720.159279,26,201.033605
-20219.898635,32,202.855915
-21467.526099,39,205.178015
-18363.647297,42,206.977209
-17139.82368,31,208.890787
-73240.105916,34,210.441321
-22715.103076,37,212.0997
-26762.835227,37,213.904013
-38225.85773,28,215.936187
-33237.224809,31,217.930722
-14025.311043,32,220.264
-11669.323931,33,221.715525
-20113.123459,41,223.627747
-21744.878461,33,225.725424
-42612.669821,36,227.94693
-14360.286239,34,229.959072
-53904.852759,28,231.828413
-22701.55965,36,233.630962
-22640.028824,30,235.589906
-19548.424219,32,237.799857
-81583.788714,32,239.379613
-54055.244313,38,241.554387
-14061.329561,31,243.415915
-90640.009056,28,245.12034
-105944.349437,31,246.81694
-13802.982803,28,249.17204
-25918.7,39,251.210128
-25861.45,44,253.042716
-88181.409781,26,254.640627
-90347.231326,27,256.581139
-17609.047955,30,258.629175
-131773.729691,31,260.637628
-29880.717047,38,262.159835
-56841.268779,31,263.633661
-19153.584439,26,265.755286
-16749.237541,31,267.25598
-12231.217224,31,269.013463
-18540.007179,28,271.282035
-89501.956838,37,273.244338
-59371.572014,31,275.680083
-32399.689497,36,277.291752
-17415.033727,29,278.886185
-10598.208582,27,280.665801
-11900.806676,29,282.18794
-100190.942466,35,284.637676
-39517.790195,26,286.711831
-39702.125502,34,288.956916
-51725.437973,28,290.960798
-17076.452817,29,292.631109
-40440.716924,34,294.572829
-26531.192119,33,296.062353
-13072.228464,29,297.596293
-16460.749574,27,299.880302
-15498.930424,37,301.742709
-16665.499209,28,303.975476
-80190.54704,31,306.052301
-22236.619128,33,307.658514
-35685.727988,32,309.700602
-70838.587852,35,311.734169
-75229.737453,36,313.619877
-38523.65,40,316.139928
-32584.691617,33,317.861537
-14553.897588,29,320.125679
-23148.425726,31,321.982438
-25648.00597,38,324.080918
-18540.378562,35,326.090601
-57192.301697,29,327.85733
-51628.550296,33,330.238541
-25064.854689,32,332.040555
-16021.554977,26,334.006475
-28291.699956,35,336.239913
-41562.884901,25,337.966317
-13955.113188,30,340.175192
-26903.839023,34,341.95141
-104092.488162,26,343.381068
-71643.30988,40,345.426884
-44987.220913,28,347.062619
-12317.087376,27,348.442166
-180025.054267,33,350.484
-71460.288126,31,352.138059
-15740.075563,26,353.81207
-61474.052451,26,355.617744
-93217.330205,29,357.459002
-23543.495449,31,359.54782
-9448.662274,34,361.66783
-18466.601822,41,363.515753
-9399.049079,35,365.518455
