episode,reward
0,-24091.981745
1,-15291.650194
2,-9048.835254
3,-16866.057356
4,-108060.723016
5,-15063.144051
6,-59508.711116
7,-9023.998986
8,-13652.684421
9,-22222.193004
10,-17816.85621
11,-85608.889876
12,-23518.078919
13,-34424.001135
14,-36102.664157
15,-8479.815066
16,-10765.337402
17,-25762.277337
18,-63660.232816
19,-95464.865403
20,-20492.26489
21,-77154.731885
22,-29007.499736
23,-16626.677041
24,-21611.306717
25,-15556.378226
26,-59921.44715
27,-31462.096866
28,-12991.035439
29,-7498.793726
30,-30735.581015
31,-26156.149579
32,-23792.023903
33,-36041.931853
34,-150794.780953
35,-95063.732481
36,-24034.483365
37,-33215.017707
38,-20849.601799
39,-60493.952624
40,-32549.673253
41,-11517.729416
42,-17947.663411
43,-35911.296261
44,-15682.540231
45,-24714.418529
46,-103078.100945
47,-39444.173509
48,-26011.138283
49,-64941.172157
50,-32852.059992
51,-10285.808063
52,-38869.26178
53,-21719.20858
54,-90403.269236
55,-81711.919042
56,-8859.787504
57,-16128.429517
58,-122260.280466
59,-45155.652471
60,-24917.853654
61,-15485.281455
62,-131589.371041
63,-7196.185229
64,-19192.73461
65,-61612.011116
66,-45543.978912
67,-19550.607605
68,-87324.016754
69,-16840.954528
70,-37313.111035
71,-14703.96625
72,-14812.595988
73,-13448.336611
74,-11235.513543
75,-32177.743169
76,-22868.975211
77,-50708.746846
78,-10950.314612
79,-17627.888201
80,-12481.284955
81,-127005.13769
82,-11457.620367
83,-20104.648226
84,-122177.447471
85,-8721.820923
86,-102391.595301
87,-16099.137332
88,-109001.054306
89,-34205.28663
90,-31337.836187
91,-107031.684776
92,-17374.256461
93,-21462.012283
94,-23620.165883
95,-20890.684562
96,-21953.833229
97,-13682.228506
98,-26000.894554
99,-89931.788173
100,-118820.322327
101,-102014.388438
102,-14553.926408
103,-16729.949703
104,-31234.753719
105,-120359.001341
106,-16283.375878
107,-43235.56404
108,-19676.536387
109,-29050.494971
110,-13282.961529
111,-75592.557083
112,-31239.41281
113,-106009.05513
114,-12779.588127
115,-22504.941419
116,-28777.927061
117,-16533.823692
118,-21592.234786
119,-20415.284439
120,-23499.979362
121,-83195.88418
122,-17941.49998
123,-14693.297024
124,-53649.002236
125,-64583.144653
126,-25399.022709
127,-33980.223204
128,-12270.55645
129,-29672.615638
130,-36714.906068
131,-25486.589168
132,-39596.31786
133,-23681.067341
134,-32403.312853
135,-97473.399584
136,-21475.875792
137,-18378.098678
138,-25281.74206
139,-80347.796349
140,-14744.132745
141,-91620.920442
142,-23913.291409
143,-111278.198702
144,-34311.675751
145,-23816.698797
146,-41391.153647
147,-52854.573518
148,-89132.034283
149,-22855.470386
150,-17882.743273
151,-13659.801913
152,-10670.273497
153,-13302.008562
154,-18842.567034
155,-19370.871832
156,-15416.665993
157,-20813.079445
158,-14279.881117
159,-49062.673518
160,-12317.35858
161,-57692.792403
162,-19535.809204
163,-17982.851248
164,-24512.65662
165,-14029.51874
166,-67501.967414
167,-10115.146596
168,-76284.386241
169,-65922.57824
170,-79067.111761
171,-16063.020852
172,-81026.440899
173,-23655.52085
174,-14058.242009
175,-24889.027195
176,-28935.845107
177,-120006.076599
178,-22527.13025
179,-17963.88821
180,-67497.906456
181,-14445.199354
182,-15121.083318
183,-16047.449876
184,-135439.248811
185,-57498.080784
186,-16270.143398
187,-24596.567958
188,-12801.557892
189,-14009.4076
190,-15626.853561
191,-123402.703767
192,-48957.121723
193,-18602.936663
194,-11326.776736
195,-21882.685576
196,-20859.847141
197,-25742.823204
198,-38253.393433
199,-10025.848632
200,-29505.952922
201,-13311.929187
202,-13275.027427
203,-116129.805708
204,-26190.955465
205,-28715.487237
206,-20789.961955
207,-12929.535663
208,-92569.650022
209,-14370.566971
210,-16853.914934
211,-94685.336119
212,-47262.01614
213,-6711.1
214,-12813.391334
215,-60913.591224
216,-11085.290724
217,-22807.254918
218,-15051.5
219,-16924.944113
220,-64699.731561
221,-51898.262364
222,-10474.864954
223,-8863.837789
224,-32869.348024
225,-56981.785064
226,-8464.304412
227,-13246.025148
228,-14542.754196
229,-25230.81459
230,-58879.723151
231,-40784.520649
232,-26652.827807
233,-24019.84491
234,-21844.714113
235,-13196.986556
236,-18798.227387
237,-39564.005576
238,-14797.622307
239,-20723.656921
240,-48591.467225
241,-85635.854109
242,-137434.84824
243,-13799.054095
244,-18696.473644
245,-25386.592145
246,-69437.197369
247,-21045.338022
248,-40088.712493
249,-35470.151974
250,-13993.06665
251,-21563.544171
252,-30183.141677
253,-33775.796069
254,-26842.448856
255,-48946.085763
256,-12924.49532
257,-18877.706547
258,-102038.234884
259,-25577.821385
260,-19966.717552
