episode,reward
0,-32286.960586
1,-11271.985215
2,-24871.269482
3,-13329.597855
4,-15621.461467
5,-29730.652056
6,-23678.07111
7,-60751.500796
8,-33925.320588
9,-21220.008917
10,-8696.366058
11,-13505.412683
12,-20730.157184
13,-30147.83095
14,-14657.489719
15,-36553.167886
16,-27847.359348
17,-30265.610734
18,-17659.256593
19,-47600.160459
20,-8063.719697
21,-14043.98041
22,-11014.210706
23,-9990.84624
24,-14775.289899
25,-44136.410682
26,-17699.912747
27,-31362.444949
28,-17007.28184
29,-32723.573881
30,-24272.761641
31,-22464.621589
32,-25183.476105
33,-45064.904833
34,-76722.53047
35,-56451.028465
36,-14288.571298
37,-23450.709781
38,-21382.704384
39,-22004.32576
40,-7438.893242
41,-6594.994365
42,-19266.010764
43,-6641.876145
44,-14793.027279
45,-18996.157812
46,-32853.21005
47,-40367.473497
48,-17212.949157
49,-79400.051094
50,-17494.619548
51,-23686.624395
52,-70799.338005
53,-20266.667656
54,-30726.000645
55,-17103.207239
56,-81476.877109
57,-57850.78485
58,-14496.694811
59,-59736.944006
60,-9964.563137
61,-16963.043976
62,-40251.732414
63,-15147.286054
64,-23334.404859
65,-77012.286359
66,-23041.365512
67,-71319.383543
68,-23995.717392
69,-22637.944017
70,-15909.484146
71,-17321.290821
72,-14071.108389
73,-29536.873809
74,-8314.164183
75,-22872.824766
76,-29172.224211
77,-15990.538202
78,-31270.339922
79,-27121.446955
80,-50981.824487
81,-40060.392545
82,-21819.619762
83,-17766.232917
84,-61130.722508
85,-15163.974914
86,-57354.44557
87,-9013.996968
88,-17546.563922
89,-6686.309715
90,-80172.689336
91,-21996.952453
92,-14263.875435
93,-50575.854038
94,-30788.019038
95,-24679.653777
96,-16840.800811
97,-12960.335828
98,-15781.474162
99,-12322.5715
100,-22460.725518
101,-30619.57585
102,-26890.33819
103,-14713.9521
104,-23954.338245
105,-15720.615128
106,-22480.834861
107,-9731.069224
108,-19109.226149
109,-44941.285174
110,-8972.206002
111,-66358.097086
112,-15790.181312
113,-23273.64035
114,-11021.730058
115,-14316.51386
116,-24635.767621
117,-10893.335634
118,-13596.800251
119,-31466.953481
120,-27599.813186
121,-21436.65
122,-6201.42857
123,-57974.28971
124,-56458.043596
125,-17447.160532
126,-8311.035734
127,-43364.107994
128,-27818.898679
129,-12206.263704
130,-24552.645763
131,-36558.533684
132,-10902.787846
133,-17180.836789
134,-23083.132119
135,-13218.764217
136,-15631.653736
137,-14850.527992
138,-8478.35356
139,-10130.95268
140,-51549.4915
141,-58908.433356
142,-12278.367425
143,-10519.237091
144,-16624.708418
145,-27529.314649
146,-20680.408287
147,-20171.254965
148,-19175.1
149,-12811.63847
150,-32069.240279
151,-18425.858297
152,-13743.241397
153,-30099.961185
154,-28809.849773
155,-18395.912961
156,-28131.431929
157,-14489.290206
158,-85400.304766
159,-18703.44454
160,-33205.159389
161,-29098.894765
162,-13933.817206
163,-69855.232954
164,-12116.838507
165,-13165.524486
166,-22457.277081
167,-18759.44386
168,-53936.36551
169,-19213.482934
170,-14995.364062
171,-40202.389263
172,-35264.456267
173,-26884.683982
174,-27196.601337
175,-78971.570923
176,-12655.426081
177,-24906.116183
178,-22422.478706
179,-13380.205468
180,-16562.297451
181,-14940.385738
182,-59733.21326
183,-25810.162208
184,-37211.495423
185,-48279.189104
186,-11323.900001
187,-46645.630136
188,-54494.303793
189,-12447.797302
190,-12061.975209
191,-24324.289744
192,-23946.469978
193,-14773.865824
194,-26760.756303
195,-31382.484921
196,-56047.761997
197,-45284.350964
198,-21223.174886
199,-19649.387391
200,-52481.883007
201,-43033.806549
202,-10629.429516
203,-12593.702081
204,-10287.955813
205,-13781.933223
206,-20975.885492
207,-65348.774764
208,-35388.08521
209,-17340.772271
210,-12364.192197
211,-30841.822424
212,-18197.922104
213,-44192.961771
214,-63888.085496
215,-40821.06693
216,-8958.425485
217,-52741.615949
218,-15856.571886
219,-58632.849387
220,-10873.938049
221,-18648.595089
222,-8242.934908
223,-8790.205187
224,-17217.441918
225,-28890.87936
226,-28653.6498
227,-40088.370701
228,-11586.57962
229,-15252.711489
230,-12062.35084
231,-13517.473608
232,-20330.592706
233,-12218.76935
234,-55324.63793
235,-22574.801924
236,-37209.273883
237,-27039.734686
238,-23912.879722
239,-8515.748565
240,-28507.3002
241,-21293.077452
242,-11949.413061
243,-11175.847324
244,-9837.599272
245,-6652.292478
246,-60288.754116
247,-11519.658501
248,-38086.802949
249,-20079.217252
250,-134519.5567
251,-12081.182351
252,-57363.643932
253,-27018.288043
254,-18560.094664
255,-16267.851605
256,-16986.861092
257,-42326.273252
258,-11459.729125
259,-17888.317105
260,-33723.809389
261,-17248.406995
262,-58034.25509
263,-11298.360954
264,-21760.392969
265,-51726.724808
266,-15922.465211
267,-15040.474512
268,-22788.595253
269,-13089.893407
270,-31911.37733
271,-18318.645855
272,-30195.968151
273,-24794.108496
274,-47256.854118
275,-21442.957595
276,-40308.17791
277,-19740.658159
278,-19450.499751
279,-60994.825543
280,-8902.14386
281,-33803.796832
282,-17380.824336
283,-15628.377284
284,-19222.252646
285,-18715.378186
286,-14514.813609
287,-83534.301894
288,-16124.579639
289,-18474.68455
290,-11835.45133
291,-8062.210401
292,-11419.376611
293,-15144.962369
294,-23472.633622
295,-68102.210275
296,-21210.759705
297,-30966.776267
298,-23450.666166
299,-19783.399686
300,-62694.105152
301,-26278.427183
302,-16758.905177
303,-28712.294038
304,-47218.509431
305,-15232.15934
306,-24008.334658
307,-35367.068301
308,-11457.277647
309,-24235.658425
310,-19146.744007
311,-26881.487227
312,-12164.046295
313,-27468.879266
314,-18481.484747
315,-31113.109796
316,-52482.376246
317,-9881.789804
318,-13531.939266
319,-18085.028059
320,-12401.008344
321,-11831.56674
322,-15392.506192
323,-23881.823765
324,-19975.928356
325,-45693.97244
326,-16379.97649
327,-65330.860289
328,-16653.893739
329,-11888.001024
330,-23556.011936
331,-44952.507004
332,-54454.17972
333,-14019.314074
334,-17280.166776
335,-31213.086535
336,-10978.421297
337,-7852.416446
338,-17507.963576
339,-9292.116741
340,-94629.933668
341,-31516.104088
342,-77291.330951
343,-10016.176264
344,-82758.621854
345,-14186.050775
346,-35902.981261
347,-33942.583299
348,-16707.463558
349,-12641.24469
350,-45440.629759
351,-21717.577225
352,-28235.590037
353,-17093.870952
354,-40291.425591
355,-12661.905669
356,-20064.418849
