episode,reward
0,-20533.8
1,-18764.05
2,-24935.2
3,-22887.9
4,-14650.6
5,-31647.6
6,-14605.95
7,-6047.3
8,-10771.75
9,-15156.5
10,-20713.75
11,-12141.55
12,-24561.6
13,-18934.6
14,-29021.6
15,-13447.95
16,-43871.05
17,-9917.35
18,-15045.15
19,-19967.45
20,-39791.45
21,-22033.15
22,-14785.75
23,-50803.45
24,-20039.55
25,-22655.7
26,-10988.1
27,-16724.3
28,-9393.8
29,-29025.7
30,-68816.45
31,-16082.35
32,-19634.35
33,-10437.8
34,-19891.1
35,-14017.0
36,-31649.25
37,-21774.4
38,-17813.55
39,-12425.0
40,-21627.6
41,-15582.1
42,-10890.25
43,-22426.35
44,-22418.45
45,-37225.95
46,-11279.9
47,-17650.4
48,-15465.3
49,-16002.7
50,-18314.1
51,-26140.15
52,-30294.5
53,-42965.4
54,-30345.1
55,-22757.55
56,-19451.75
57,-36233.65
58,-34274.65
59,-11678.85
60,-14328.05
61,-18039.35
62,-25051.3
63,-23032.25
64,-20067.7
65,-15696.05
66,-17922.6
67,-29015.3
68,-15834.8
69,-14723.25
70,-24060.35
71,-9300.85
72,-30747.75
73,-21757.5
74,-22038.15
75,-34317.9
76,-16843.6
77,-11129.5
78,-29224.15
79,-23089.7
80,-32924.35
81,-19039.2
82,-17146.9
83,-23163.3
84,-37519.5
85,-24209.6
86,-16407.0
87,-42166.65
88,-13793.85
89,-25861.2
90,-16186.65
91,-11952.95
92,-23254.45
93,-38180.95
94,-12633.85
95,-28229.5
96,-20392.8
97,-35145.0
98,-27173.55
99,-18052.15
100,-44628.8
101,-18175.9
102,-14661.45
103,-21861.1
104,-11052.25
105,-118194.15
106,-73253.4
107,-20553.9
108,-17292.25
109,-13623.0
110,-12063.15
111,-12954.1
112,-20246.95
113,-12189.35
114,-20627.45
115,-14556.05
116,-29369.3
117,-24963.2
118,-8630.55
119,-28464.15
120,-25997.55
121,-29121.8
122,-15009.8
123,-53403.75
124,-26976.1
125,-22989.05
126,-26886.25
127,-8624.25
128,-14653.55
129,-16376.25
130,-27172.6
131,-19522.9
132,-41209.3
133,-23442.75
134,-20251.25
135,-19897.45
