#{"t_start": 1746342112.5983942, "env_id": "None"}
r,l,t
-20533.8,33,1.918185
-18764.05,28,4.028534
-24935.2,31,6.26896
-22887.9,30,8.209201
-14650.6,27,9.609986
-31647.6,35,11.454038
-14605.95,33,13.520398
-6047.3,29,14.920406
-10771.75,35,17.051294
-15156.5,28,19.245017
-20713.75,38,20.760133
-12141.55,29,22.493476
-24561.6,27,24.127837
-18934.6,39,25.932055
-29021.6,32,27.920654
-13447.95,31,29.548807
-43871.05,36,31.463427
-9917.35,31,33.188789
-15045.15,31,34.802868
-19967.45,40,37.02091
-39791.45,30,38.668623
-22033.15,30,40.117758
-14785.75,25,41.72631
-50803.45,31,43.44155
-20039.55,26,45.031815
-22655.7,31,46.618524
-10988.1,26,48.286833
-16724.3,36,49.79259
-9393.8,29,51.627072
-29025.7,43,53.178456
-68816.45,30,55.024045
-16082.35,33,57.067206
-19634.35,40,59.031745
-10437.8,30,60.4419
-19891.1,38,62.284368
-14017.0,32,64.132008
-31649.25,29,66.282325
-21774.4,36,68.318234
-17813.55,34,71.014817
-12425.0,34,72.650087
-21627.6,41,75.134817
-15582.1,31,76.77027
-10890.25,31,78.362115
-22426.35,28,80.447926
-22418.45,35,82.106105
-37225.95,34,84.055192
-11279.9,33,86.366434
-17650.4,27,88.427778
-15465.3,31,89.942185
-16002.7,33,91.954823
-18314.1,34,94.34061
-26140.15,34,96.772832
-30294.5,31,98.680309
-42965.4,30,101.16337
-30345.1,34,103.305526
-22757.55,34,105.293297
-19451.75,37,106.781043
-36233.65,38,108.642828
-34274.65,32,110.585856
-11678.85,32,112.29951
-14328.05,31,114.012687
-18039.35,40,116.154885
-25051.3,43,117.673676
-23032.25,33,119.303062
-20067.7,33,121.497812
-15696.05,27,123.230022
-17922.6,27,125.242111
-29015.3,31,127.552405
-15834.8,27,130.121392
-14723.25,33,132.200102
-24060.35,36,134.037156
-9300.85,25,135.883669
-30747.75,31,137.814864
-21757.5,29,139.662469
-22038.15,36,141.725186
-34317.9,33,143.250061
-16843.6,31,144.763648
-11129.5,30,147.042004
-29224.15,33,149.526147
-23089.7,34,151.760225
-32924.35,28,153.196622
-19039.2,29,155.09516
-17146.9,28,157.434151
-23163.3,37,159.640234
-37519.5,31,161.830719
-24209.6,32,163.341672
-16407.0,31,165.34264
-42166.65,26,167.115268
-13793.85,30,168.994212
-25861.2,32,171.341875
-16186.65,35,173.161957
-11952.95,30,175.151079
-23254.45,34,177.369525
-38180.95,42,179.176176
-12633.85,38,181.494296
-28229.5,29,183.24591
-20392.8,29,185.085935
-35145.0,35,186.883812
-27173.55,35,188.498938
-18052.15,29,190.346622
-44628.8,35,192.360002
-18175.9,26,193.901519
-14661.45,38,195.632955
-21861.1,40,197.925228
-11052.25,42,200.286669
-118194.15,32,201.951045
-73253.4,35,203.703749
-20553.9,28,205.278406
-17292.25,36,207.188288
-13623.0,37,208.787055
-12063.15,34,211.509459
-12954.1,32,213.289312
-20246.95,31,215.033851
-12189.35,29,217.019412
-20627.45,38,219.240681
-14556.05,40,221.224185
-29369.3,32,223.204647
-24963.2,31,224.73034
-8630.55,27,226.844579
-28464.15,28,228.713782
-25997.55,31,230.641487
-29121.8,38,232.665794
-15009.8,35,234.819483
-53403.75,31,236.661761
-26976.1,28,238.385681
-22989.05,35,239.924903
-26886.25,30,241.983969
-8624.25,29,243.810664
-14653.55,38,245.709687
-16376.25,31,247.867006
-27172.6,31,249.774523
-19522.9,33,251.770929
-41209.3,38,253.456134
-23442.75,38,254.910935
-20251.25,28,256.628406
-19897.45,32,258.186987
-18693.35,28,260.200833
-11615.55,29,262.211159
-21385.1,39,264.638933
-28465.1,35,266.555696
-14792.7,28,268.577346
-13818.75,35,270.093156
-21262.8,29,272.170227
-21995.0,37,274.563759
-8061.85,27,276.319205
-26833.4,24,278.039052
-31056.85,32,279.943054
-12636.65,25,281.444689
-16477.75,29,283.205107
-30430.9,32,284.71486
-13180.75,29,286.343446
-23550.55,35,288.171522
-18800.1,29,289.851586
-17564.4,27,291.513036
-9320.25,24,293.205725
-17385.9,31,294.936418
-23696.8,30,296.614176
-15714.15,32,298.34156
-36549.0,28,300.179837
-16917.95,32,301.775144
-14544.15,35,303.729697
-21637.0,31,305.71131
-51380.35,43,307.561271
-11533.55,35,309.428944
-17225.35,24,311.379936
-10925.2,34,312.864342
-16458.3,32,315.05488
-21124.75,34,317.247051
-22855.15,34,319.473062
-20829.0,28,321.825238
-11197.55,32,323.232012
-12244.9,29,324.664956
-19121.85,30,326.583322
-15048.65,36,328.577348
-11846.6,28,330.596392
-9242.7,31,332.551382
-10928.3,31,334.529394
-14746.95,31,336.141374
-21834.55,38,338.39084
-30633.35,36,340.450312
-13811.05,41,343.141613
-33760.95,38,345.423969
-14637.6,35,347.64686
-14684.5,35,349.823737
-14812.4,32,351.33254
-28639.1,27,353.346189
-9584.85,33,355.644665
-30621.8,40,357.386127
-21744.35,34,359.233588
-23833.65,36,361.450042
-27666.8,34,363.27768
-8796.55,30,365.487042
-34325.45,32,366.964367
-21103.2,38,368.966166
-19230.8,30,370.831415
-17215.5,29,373.045196
-20480.05,32,375.380253
-28580.8,34,377.537729
-19565.4,34,379.431165
-19762.35,33,381.524315
-36383.8,35,383.299107
-52232.05,43,385.151916
-18952.45,27,387.180686
-15135.75,34,388.627691
-46590.4,42,390.881018
-11638.05,30,393.044965
-15829.7,31,395.331394
-23268.4,31,397.254841
-12614.65,35,398.807344
-17550.9,34,401.072043
-17655.1,28,402.947425
-12501.15,25,404.701408
-10287.45,31,406.987488
-19033.95,31,408.765556
-22308.95,28,410.216003
-18736.45,33,412.079915
-26164.9,35,413.819565
-12175.1,38,415.981837
-18961.2,33,418.100212
-18380.95,28,419.760493
-23770.35,34,421.761808
-33874.55,30,423.398716
-20779.25,28,425.29599
-15550.2,29,427.111009
-25299.75,28,428.762842
-29907.2,42,430.411963
-24310.7,32,432.816403
-17624.35,27,434.737532
-25198.6,30,436.148495
-19911.9,27,437.901337
-29792.7,30,439.836865
-17349.6,28,441.746333
-13551.1,33,443.309591
-29482.0,28,445.304481
-37065.25,36,447.474177
-41251.15,38,449.564179
-21814.45,37,451.505052
-40037.25,36,453.52558
-11341.55,27,455.272654
-21411.25,37,457.387008
-33613.7,32,459.459396
-10628.3,34,461.753362
-27025.6,33,463.950575
-10526.3,29,465.933018
-24188.6,28,467.637578
-10877.55,28,470.143265
-12974.6,29,472.087396
-17050.85,30,474.257128
-25202.3,34,476.192358
-8382.8,32,478.100424
-21324.2,30,480.381043
-11625.9,30,482.648124
-23152.75,36,485.290913
-11536.7,28,487.331897
-32696.6,28,489.132631
-25040.65,26,490.753459
-18044.95,30,492.922391
-41363.2,36,494.87518
-27571.05,32,496.72552
-21473.25,26,498.326817
-44091.9,31,500.570027
-18840.5,32,502.577557
-24404.4,38,504.834853
-34646.45,28,506.723338
-8096.6,28,508.186351
-24793.25,29,510.730454
-17666.25,37,512.526898
-17035.7,38,514.837362
-14044.7,28,516.282872
-35845.05,32,517.995773
-31866.3,40,520.28133
-38218.85,34,522.980886
-18773.9,30,524.817798
-23930.6,32,526.35916
-17482.35,25,528.291574
-13116.75,27,529.890313
-17016.25,32,531.409489
-17801.25,22,533.152472
-35685.5,31,535.451733
-24843.1,28,537.848133
-30463.25,28,539.968841
-21046.95,31,541.525472
-14520.1,33,543.283039
-9790.35,27,545.329047
-37371.75,28,546.75676
-42177.05,38,548.486868
-21148.55,33,550.835302
-13340.85,26,552.647025
-25576.55,31,554.642325
-44405.65,37,556.610497
-22644.0,28,558.68721
-11843.15,30,560.869541
-25965.7,28,562.85238
-11599.45,33,564.745882
-19228.2,33,566.687983
-20905.5,33,568.232902
-23900.0,35,570.540084
-16398.8,31,572.172573
-32856.15,34,574.317966
-43094.35,36,576.719904
-15379.35,25,578.303362
-10674.35,34,580.514934
-20655.2,35,582.229545
-17436.2,29,584.266832
-18670.1,28,586.877724
-12653.85,36,588.471604
-13758.05,31,590.847676
-163580.1,39,592.480469
-26924.35,34,594.375209
-35964.95,36,596.518118
-12129.95,31,598.520336
-16057.25,33,600.214823
-25744.35,31,602.282403
-13392.15,33,604.18541
-26792.6,35,606.179146
-26828.35,28,608.14715
-26019.55,27,610.211627
-31850.4,33,612.726549
-24169.0,31,614.556779
-15781.5,30,615.961931
-19750.0,33,617.870431
-13147.65,36,620.285113
-30732.2,30,622.141057
-10185.25,34,623.909112
-20525.75,34,625.688465
-25772.05,28,627.275952
-21841.7,33,628.920069
-11044.0,34,630.85527
-24976.3,26,632.370021
-25998.05,26,634.196377
-14036.4,30,636.624189
-34526.8,34,638.28997
-21410.85,29,640.233315
-19042.8,35,642.075998
-10001.55,34,644.310474
-32174.4,40,646.134567
-9179.6,32,647.64853
-24267.4,31,649.771672
-35161.4,48,651.884538
-11802.5,31,654.293263
-23521.0,32,656.698088
-29876.8,28,658.428148
-19753.5,32,660.076679
-29930.65,35,662.430729
-12425.1,25,663.991802
-10654.55,35,666.019044
-20815.15,33,667.70347
-11136.15,31,669.702461
-13848.85,36,671.77792
-26961.6,33,673.702677
-26171.1,38,675.719051
-16289.75,31,677.820165
-23308.95,30,679.721018
-30684.0,30,681.695815
-21234.7,43,683.298231
-19107.3,28,685.578908
-7878.5,30,687.472313
-18818.7,34,690.196346
-9387.85,38,692.137498
-20099.05,33,694.228459
-19535.7,27,696.537157
