#{"t_start": 1746310499.5978994, "env_id": "None"}
r,l,t
-22747.9,31,2.281913
-22615.0,30,3.701812
-11362.1,30,5.125384
-22493.8,36,6.592802
-23153.05,39,8.056192
-10426.05,33,9.4849
-13177.65,29,10.902314
-21946.8,31,12.337572
-38939.7,39,13.815606
-30836.55,35,15.279706
-26552.6,38,16.750102
-32725.8,33,18.186173
-22472.2,37,19.654154
-17203.1,28,21.081669
-22981.15,27,22.50134
-15454.1,35,23.951352
-33570.45,34,25.429621
-54092.1,38,26.887834
-22655.8,36,28.358894
-15688.25,25,29.733927
-17516.25,34,31.171102
-18301.7,30,32.574699
-21746.0,43,34.035794
-15614.15,28,35.455434
-13200.0,39,36.900946
-11244.1,37,38.323445
-35360.35,29,39.74385
-18190.95,29,41.145245
-22665.85,26,42.549402
-10732.9,25,43.953525
-14818.35,32,49.428569
-22083.65,31,50.850349
-24225.0,30,52.272493
-16491.75,29,53.677873
-17289.3,29,55.099252
-12676.45,30,56.520049
-25193.7,33,57.935992
-55238.3,36,59.389369
-18799.4,27,60.804674
-31405.75,29,62.223428
-18823.6,26,63.635449
-18577.4,32,65.069495
-32209.5,32,66.495211
-18835.9,32,67.928507
-28444.15,32,69.380779
-12696.0,36,70.82249
-27423.05,33,72.255909
-9615.9,28,73.646339
-38365.4,35,75.110292
-63977.4,38,76.587617
-17141.9,24,77.977732
-22065.45,32,79.412509
-30017.05,40,80.872062
-21059.85,30,82.302749
-15583.85,38,83.757431
-22174.3,24,85.169972
-47678.05,39,86.639576
-17171.85,28,88.045718
-37341.5,34,89.495261
-23770.15,29,90.930487
-13505.2,28,92.352785
-9772.55,31,93.762299
-19653.5,33,99.459329
-25058.5,29,100.891269
-13344.9,22,102.269247
-10435.15,28,103.674678
-18023.4,26,105.081781
-36353.3,35,106.531879
-26683.0,28,107.943978
-16511.7,35,109.380812
-72332.65,39,110.842506
-36906.8,33,112.285293
-35969.95,38,113.715468
-13580.9,24,115.094274
-13227.5,34,116.522398
-22051.3,27,117.915647
-29196.8,27,119.329326
-22065.4,38,120.762929
-33991.25,26,122.197904
-15853.8,40,123.630555
-30333.35,33,125.039509
-36613.2,25,126.462142
-28785.1,27,127.884934
-31519.55,38,129.33919
-17434.45,33,130.754677
-14691.35,32,132.186103
-18939.0,33,133.618861
-22663.75,35,135.053727
-28977.6,39,136.524022
-16635.5,27,137.941252
-32452.65,33,139.375072
-34674.9,29,140.805496
-11429.55,27,142.205194
-9730.35,29,143.591171
-17562.6,31,149.375298
-13451.15,31,150.778474
-11449.1,29,152.180386
-23152.3,28,153.595912
-17316.45,34,155.034362
-20307.5,31,156.457431
-36390.1,32,157.888181
-26820.75,33,159.330947
-36495.85,31,160.750316
-18905.45,27,162.156876
-58250.45,35,163.597173
-17787.85,43,165.073628
-32488.7,27,166.474579
-17747.35,31,167.883075
