#{"t_start": 1746324337.7626488, "env_id": "None"}
r,l,t
-935246.43896,25,2.454152
-335243.539555,31,4.170264
-180415.28477,34,6.569701
-204419.314215,34,10.892918
-670393.409415,23,12.665329
-17667.720529,31,16.059268
-191662.404763,44,17.865588
-469181.627979,32,19.594532
-246472.819158,34,22.072176
-106080.407582,34,25.717556
-97408.27806,34,27.971655
-354136.724095,36,29.76545
-464518.042495,27,32.216818
-522920.219181,30,34.002757
-340603.072295,26,35.771523
-10108.95,42,37.477916
-97827.320825,37,40.237674
-160824.204428,39,42.459297
-13777.212951,35,44.117706
-552592.204103,27,46.098789
-351851.821363,27,50.032656
-255513.916526,28,51.838918
-234661.414655,31,53.844296
-774229.337955,28,55.538666
-92450.785991,35,57.115544
-40130.885236,39,58.711826
-639855.588908,35,60.397369
-80666.664088,35,62.105054
-493941.995089,33,65.768912
-31729.45892,29,69.933864
-534963.169467,29,71.794747
-16920.639414,36,74.082128
-830272.407782,25,75.683767
-19376.211533,34,77.258592
-11830.60628,39,79.325265
-10110.02252,34,80.857954
-514056.255002,36,82.597321
-11657.844101,29,84.25067
-279085.893558,37,86.524757
-307431.666049,29,90.356816
-122371.65286,32,92.121494
-264058.441996,31,93.924402
-116120.902261,33,97.007043
-61572.17337,31,98.774308
-12255.373929,29,100.641992
-166738.765396,33,102.363567
-31805.055158,33,104.156876
-68003.868209,35,106.077992
-46003.466829,30,107.894089
-28075.497153,35,109.791244
-40057.666718,38,111.499408
-72722.309913,35,113.056898
-678635.811974,33,114.613566
-10836.524707,32,116.70295
-1016497.643648,31,118.206137
-14321.97167,32,119.71629
-124400.148043,34,121.681496
-690723.532203,36,123.661234
-94418.633801,29,125.407866
-178978.761227,31,129.726645
-237986.241287,34,134.320751
-330752.587512,30,137.103244
-429122.655961,27,140.095202
-996060.629403,39,141.918573
-217490.718443,34,145.485026
-32025.179539,29,149.287555
-459253.088865,42,150.828002
-15611.415233,29,152.934149
-750125.151062,30,154.612644
-23149.48873,30,156.63167
-36327.398751,28,158.469451
-120458.137138,29,160.227266
-30400.604545,31,162.451613
-52577.5295,27,164.046467
-57749.543971,27,166.212292
-781537.654475,25,169.341273
-715959.677807,30,170.850518
-129704.50175,36,172.865192
-44814.958734,27,174.617463
-103335.682424,36,176.505252
-135234.743392,33,178.529545
-488972.447636,34,180.428032
-20003.422288,37,182.46277
-127031.211433,39,184.465276
-216615.826614,33,187.791314
-20883.765736,33,189.734529
-579697.031306,27,191.716825
-90429.374553,30,193.554268
-128677.758731,31,195.442857
-489964.590761,33,197.427776
-1348636.743901,38,199.760867
-1318505.870428,31,201.893719
-167781.359458,24,204.867689
-473768.455174,32,206.651392
-495923.118295,25,208.34275
-410965.876247,29,210.138675
-128196.062106,37,211.791323
-492165.372113,31,214.979161
-60598.849066,34,218.554445
-1096687.774291,32,220.419161
-975855.906176,26,224.494207
-350256.212261,36,226.180212
-406159.725278,29,228.181804
-17673.25,45,230.301201
-299476.72727,26,232.065225
-26914.336962,29,235.062305
-248309.627524,33,239.541505
-612983.169145,31,241.072916
-40925.234689,32,243.832263
-700701.407832,29,246.323406
-543570.615111,43,250.552809
-20820.423094,37,252.111862
-1327623.135596,32,255.122737
-20846.346732,35,256.873046
-68556.129258,28,260.33843
-79325.920674,38,263.80454
-29250.429068,39,266.073971
-292294.98043,32,269.781766
-53983.003031,34,272.028946
-200739.906308,30,274.23244
-85561.855611,31,276.775227
-21909.8,36,280.200029
-25483.884563,44,281.744995
-43906.499057,33,283.862214
-101091.365958,32,285.60203
-462271.472354,34,287.487364
-685080.245536,35,289.48768
-474872.906708,34,291.453918
-90546.001913,38,293.113837
-18874.958162,35,295.01042
-23704.281466,41,296.741032
-72881.562226,34,298.711009
-609083.182111,29,300.394155
-15923.022805,30,302.2642
-781841.717372,29,304.349285
-1526191.554236,33,306.107432
-112305.171574,27,309.637038
-448490.872874,30,312.170341
-710413.005771,23,313.916868
-129731.188456,26,315.87372
-14561.421976,36,317.498574
-650967.225264,32,319.526256
-57032.990255,34,321.173336
-1161525.611785,29,323.044062
-13240.004874,26,324.795537
-543120.605531,29,326.746052
-34305.817847,33,329.191078
-703638.475599,32,332.445153
-552542.096908,28,334.111897
-337632.762925,34,336.049834
-399364.556605,37,338.478302
-69700.673467,41,340.171247
-148455.511933,22,341.651318
-280935.321529,25,343.660102
-353809.812369,34,345.433742
-219695.247958,33,348.264098
-709347.626006,29,350.053986
-19649.832566,29,352.067557
-271529.602644,27,353.866644
-782798.42333,32,355.436719
-15786.253445,31,359.783481
-155484.959273,35,362.621483
-79548.837268,33,365.543332
-800318.12327,23,369.527707
-537593.206552,26,372.345042
-12182.869715,29,375.435778
-9815.522134,26,379.228484
-625242.046641,27,381.047221
-796175.254727,34,384.887083
-216303.72827,31,387.948425
-286350.686914,33,390.936827
-336021.56671,35,393.4548
-843216.8453,34,396.166478
-64450.476086,31,398.386567
-414631.281126,30,399.916724
-74165.959702,36,401.473686
-269366.18648,28,404.44476
-300772.947869,33,406.296225
-314338.640201,29,410.251088
-121073.539263,31,412.086157
-101013.82626,30,414.096051
-32355.814435,31,415.952537
-69536.360086,30,419.785827
-234930.717968,36,421.7396
-63445.161026,33,425.132586
-502932.057718,34,427.328844
-60776.544427,27,430.683638
-7362.367614,35,432.654485
-448743.547269,39,436.402374
-26550.512585,32,438.319528
-45496.301672,28,439.937364
-910546.171634,32,441.738632
-590029.352689,31,443.593112
-106851.400676,28,446.088053
-985242.729675,29,449.821695
-617002.330507,36,451.874375
-891516.499721,29,453.684601
-465831.68519,26,456.44337
-502755.530929,29,460.62891
-106622.765021,33,464.59669
-57427.081305,40,466.750381
-281602.997347,30,468.693028
-20685.336969,34,470.708278
-45474.649207,31,472.20591
-27185.514721,29,473.685984
-130347.303101,34,475.601667
-21459.250124,32,477.595145
-115134.763035,29,479.499323
-53924.39909,25,481.101533
-234111.719895,29,482.635729
-35209.479722,34,484.324707
-1164742.933684,25,486.35604
-419945.452297,33,487.790961
-36410.367669,30,489.808153
-444120.790146,28,491.626463
-532800.104846,27,493.344192
-927771.941136,37,494.909162
-111349.926403,29,499.016991
-34266.044408,36,502.589309
-732842.341817,27,504.338604
-44701.414255,33,506.179838
-87991.111435,37,510.055308
-8309.723184,25,511.854455
-61280.693964,31,514.341279
-813928.729449,33,516.739479
-338703.184392,29,518.947652
-76591.574986,41,520.516552
-655182.457505,26,522.04948
-31436.069911,29,525.220708
-230861.516779,40,530.160211
-1358133.287753,36,532.330785
-977007.104207,37,535.523696
-60717.4882,37,538.30312
-123786.188325,28,540.463182
-110566.662946,37,542.429672
-261102.42294,30,545.119272
-225205.753812,35,547.244671
-221273.092557,30,550.679296
-247160.719583,34,555.423306
-1079300.405202,27,557.438799
-65109.476415,29,559.873032
-116294.698373,29,561.577711
-256467.256972,45,563.295904
-297458.637227,31,564.975272
-99239.129884,38,567.225057
-49687.080181,36,570.032691
-49211.91707,36,572.723666
-71848.369224,36,575.3529
-229377.651569,32,577.797445
-86487.25914,39,579.763976
-636725.693265,27,581.850104
-378128.529875,32,583.682316
-374683.724793,29,586.395301
-182562.167925,24,587.820526
-277817.455926,28,589.622432
-15552.006901,39,592.336535
-109919.249272,28,594.158715
-555016.249284,41,597.205038
-709011.255771,27,598.895387
-384650.881377,33,600.654954
-736543.422446,32,603.139071
-184348.30139,33,606.389511
-19726.790444,39,608.090831
-772947.795659,30,609.717245
-28173.653693,30,611.34561
-115642.966322,29,613.26236
-409358.120988,38,615.045141
-321325.351679,31,617.632786
-11682.629635,32,621.993155
-889262.50136,37,624.970217
-26423.016854,32,626.754827
-62247.484398,30,628.749696
-146273.423256,30,632.699953
-285705.923481,29,635.317671
-164298.268511,34,637.204317
-863562.960623,27,641.47589
-327358.645833,39,643.383936
-21884.88945,34,645.075397
-142781.343635,39,646.715158
-202469.418577,34,649.07696
-38440.020444,29,651.177724
-698797.884811,33,652.853466
-14511.405508,43,654.623222
-879634.95867,29,657.731475
-426543.238885,30,659.685648
-36175.771314,36,661.737211
-80023.123824,33,663.307312
-20342.203145,36,664.770914
-831795.78697,34,666.775632
-1146696.86761,31,668.575667
-15245.89232,30,670.380006
-469334.203156,34,674.546709
-239023.198706,38,676.480713
-19839.690614,26,678.507516
-56692.405525,34,679.974674
-121380.38344,32,684.355395
-798787.508828,29,688.592411
-337807.736262,31,690.341141
-17480.774129,29,693.660111
-51327.869417,38,695.308338
-83132.601035,29,699.431588
-296205.744068,32,703.904024
-77377.985217,32,705.668174
-59046.830738,36,707.38653
-8297.220437,30,709.275487
-57559.448133,31,711.278916
-586643.923063,27,712.918579
-330556.031567,33,715.604961
-82044.328788,38,720.150788
-41858.69842,32,724.472644
-98031.377833,31,726.028637
-864058.265421,28,728.003899
-130246.222565,34,729.818278
-494136.427626,27,732.441401
-246062.443859,29,735.23246
-881131.288752,30,738.049443
-162078.017669,29,739.8012
-43522.253446,36,741.857246
-62213.809056,44,743.335304
-113329.877921,25,744.972993
-98348.958591,31,746.943684
-742800.127694,28,748.478214
-241359.822114,31,750.443361
-316136.055211,35,752.55411
-29560.182292,27,755.3336
-172394.619622,25,758.077188
-73977.382304,32,759.880297
-50352.800816,44,763.24919
-40751.426502,32,764.91577
-20720.475046,34,766.548459
-598884.011731,27,768.469863
-31482.722863,35,772.750186
-84012.278257,40,774.864423
-151003.387193,28,776.65999
-46942.472718,35,778.731013
-238984.674186,34,780.548386
-658463.299315,35,783.227003
-89915.684617,34,785.089643
-169274.185141,23,786.99565
-100383.06949,35,789.24935
-149914.017895,34,791.5258
-397701.109431,30,793.667795
-66227.335696,37,795.578383
-24726.215148,36,797.651683
-142816.006306,36,799.553655
-53648.231435,28,801.876451
-254683.297801,29,803.515186
-53770.413492,31,805.235422
-12422.080975,33,807.04228
-85350.203199,32,808.916305
-89852.226084,30,811.009772
-353199.464661,37,813.536513
-201095.201082,29,815.901767
-587259.655256,32,817.737108
-109992.832844,31,819.508827
-358292.624034,34,821.249384
-666224.546314,32,823.076288
-57996.596125,40,824.645599
-735281.577997,31,826.366913
-749666.354224,32,828.30566
-611309.561523,29,829.939102
-509080.564825,34,831.635637
-138347.515851,30,833.385785
-479116.364504,25,834.835188
-10951.151717,29,836.548624
-764659.338458,27,838.787643
-511656.837853,31,840.71145
-170914.625594,28,843.033986
-122008.058701,28,844.89308
-87406.665299,38,846.775574
-127832.997456,27,848.508171
-616274.921962,40,851.036316
-194006.541107,31,852.920495
-1138320.019837,30,854.92427
-37565.082737,29,857.624875
-329421.321989,39,859.592646
-9083.866541,30,862.780108
-192591.28954,32,864.624435
-78038.879244,41,867.197983
-126403.982158,25,869.087418
-144879.620182,29,871.581071
-531561.34261,36,873.472062
-295826.55019,32,875.958702
-55547.941564,40,877.702514
-16961.598519,37,879.278057
-23908.360803,33,882.877512
-96100.878427,38,886.664546
-422023.332855,35,888.303214
-787951.653459,28,890.046288
-18770.638122,35,892.038703
-223914.214011,38,893.715128
-14092.724292,33,895.471023
-162870.35427,38,897.76085
-286304.411623,30,899.557955
-56034.298719,35,903.221303
-386000.476134,28,907.575901
-261760.854666,37,909.320418
-450117.024567,37,913.388834
-846554.614931,32,914.8859
-688611.943854,38,918.489439
-169977.65571,35,920.070933
-121158.099088,31,922.408379
-46739.294238,33,923.905036
-298914.595832,34,925.671139
-808511.291731,34,927.708212
-525103.192735,32,929.788155
-40909.27866,31,931.84251
-14342.508835,41,933.648119
-248860.604277,33,935.611193
-80584.191739,32,937.210103
-426476.624961,25,938.83673
-59597.229779,29,940.402135
-224284.975922,38,942.238657
-772038.807459,27,943.885719
-35184.989112,26,945.441627
-159366.513649,31,947.49873
-117775.031841,33,948.978254
-56488.339746,37,951.085812
-12078.780341,31,953.030776
-225205.405601,35,954.863972
-21343.571542,28,956.308703
-125732.160258,31,958.497188
-140030.097831,32,960.227725
-561301.573898,31,962.140328
-433587.386485,26,964.371474
-169114.375722,24,965.782613
-22263.613058,38,967.55591
-370822.225409,27,969.005525
-33378.41315,32,970.428709
-215678.088694,30,972.116725
-36724.597297,37,973.79205
-49038.542192,29,975.555461
-41764.515691,27,977.364171
-394874.458255,29,979.925973
-120537.447921,31,981.633887
-10884.026575,25,983.400655
-129457.45771,33,984.913264
-847507.288316,36,986.954
-463292.399713,37,989.259103
-486010.90714,40,994.047059
-35156.058771,42,995.868249
-155156.631796,30,997.704146
-97720.395901,31,999.140502
-824694.630156,32,1000.574949
-12701.805119,29,1001.996164
-71364.04819,34,1003.576243
-32048.443674,35,1005.197122
-65193.967588,43,1006.701708
-114467.539536,33,1008.362283
-303364.368227,28,1009.831371
-27979.275077,39,1011.467172
-914294.150338,28,1013.166059
-154194.945502,40,1014.655266
-657633.68372,38,1016.214258
-89783.287195,29,1017.854989
-254035.646363,31,1019.477452
-191402.227935,30,1021.021051
-103564.28099,25,1022.671189
-208037.614853,32,1024.277068
-94238.871215,34,1025.886572
-155089.804253,38,1027.625464
-299885.417908,33,1029.276951
-133988.58017,41,1030.892472
-15203.769793,34,1032.418626
-562675.691947,35,1034.155804
-583490.632533,33,1035.679553
-34440.809283,33,1037.340438
-220957.088213,26,1038.91657
-57665.322804,33,1040.533318
-24018.610862,37,1042.156396
-77642.995549,29,1043.604848
-709938.872074,37,1045.181031
-554441.463983,28,1046.80874
-483636.498011,33,1048.47112
-754586.20258,36,1050.111522
-78587.940783,35,1051.591919
-186381.785638,33,1053.170302
-799329.684243,37,1054.82873
-183925.949721,39,1056.441903
-74098.015375,32,1057.930691
-189522.592165,32,1059.498044
-16061.742121,33,1060.928746
-100503.424782,32,1062.35895
-290358.435603,29,1064.489163
-699003.713708,32,1066.450243
-76152.902778,41,1068.497341
-865424.737041,34,1069.982032
-970351.341643,43,1072.375487
-773732.788778,34,1074.684874
-211639.3704,36,1076.978395
-533722.012564,31,1078.684302
-40032.344589,39,1081.005208
-27332.821927,32,1082.738131
-240818.548024,34,1084.76703
-337374.255671,29,1086.577645
-703491.576891,33,1088.006356
-18373.392504,31,1089.839715
-26108.8836,34,1091.961438
-18649.253445,31,1093.998759
-195688.373558,28,1096.364199
-85530.284212,33,1097.978033
-27812.710847,25,1099.880542
-398267.953924,34,1101.965247
-59471.779272,35,1104.236906
-787638.309407,31,1106.146919
-14896.086967,28,1107.964306
-781331.077996,33,1109.960524
-668779.779233,41,1112.320481
-68627.601783,36,1114.203201
-578619.952648,29,1116.167129
-67114.655652,32,1117.995449
-193731.012808,36,1119.649264
-1047865.574261,34,1121.70294
-121983.754564,32,1123.234646
-763679.885397,36,1125.277574
-145921.288895,33,1126.966926
-347282.34386,27,1128.403389
-897770.757469,28,1130.209568
-101222.599186,34,1131.897065
-12103.836139,36,1133.434578
-121556.901505,32,1134.927862
-76367.076083,29,1136.87511
-31485.190352,29,1138.428261
-19137.505711,41,1140.116551
-291999.537664,35,1142.172965
-53234.023257,39,1143.864894
-66295.294427,31,1145.954906
-1033310.786879,31,1148.110336
-822142.077825,32,1150.115017
-101816.959492,33,1152.214216
-15670.049434,29,1153.687975
-41653.546851,30,1156.142594
-14407.114592,34,1158.241409
-259441.767264,32,1159.846032
-15213.108387,43,1161.913402
-502994.090726,27,1163.710334
-28068.576051,33,1165.633507
-781454.291262,34,1167.823857
-812635.805054,33,1169.965119
-23402.970311,28,1171.897145
-605619.001389,31,1173.614989
-64470.560617,37,1175.8713
-46035.92299,35,1177.730992
-33345.697368,37,1179.191435
-13849.122296,31,1181.29217
-351327.804477,35,1183.837902
-29995.320142,40,1185.424408
-787298.551906,31,1187.693258
-43013.238593,27,1189.087719
-150235.583288,31,1191.476033
-171164.719281,31,1193.814425
-56729.748569,33,1195.368348
-576227.137291,29,1197.210231
-579710.375382,27,1199.01919
-644564.388764,33,1201.252425
-773930.602333,36,1203.225387
-10911.189369,40,1205.190387
-71858.831138,38,1207.181035
-811634.187264,29,1209.327797
-22844.374594,33,1210.81119
-10348.031013,31,1212.935948
-274373.428794,40,1214.74644
-92716.161319,31,1216.69242
-51183.883038,28,1219.079295
-603034.379698,30,1220.738319
-8047.02109,32,1222.764309
-915629.985673,30,1224.640497
-27345.428911,33,1226.74118
-40333.274712,26,1228.877981
-556522.741539,29,1230.787453
-67871.076762,38,1232.726003
-29426.650431,30,1234.50345
-1013807.599426,38,1236.747574
-6982.985395,25,1239.075165
-179789.887476,37,1241.491991
-410001.009415,35,1243.335489
-235167.007799,31,1244.936602
-14691.376196,30,1246.926848
-666300.276052,27,1249.030514
-137454.151936,42,1251.437244
-907175.66086,27,1253.702338
-13623.735959,32,1255.137592
-38940.375056,26,1256.71151
-82518.46679,38,1258.671156
-9284.428484,34,1260.748371
-54755.317032,34,1262.402534
-106988.379257,39,1264.459379
-651941.069897,30,1266.419779
-795455.427647,29,1268.713297
-46622.924609,30,1270.328335
-1025375.746507,32,1272.31811
-19668.081248,33,1274.618513
-35889.607519,35,1276.673929
-552896.929651,35,1279.052967
-14942.428547,29,1281.308499
-200257.491062,23,1282.770014
-60515.895745,29,1284.184482
-793957.310993,26,1286.893121
-16771.543135,34,1288.735195
-21305.795528,29,1290.187669
-536882.593214,28,1292.145362
-21918.350106,27,1294.374185
-587442.890721,34,1296.195988
-632982.66071,29,1298.457972
-43157.267979,36,1299.924505
-143203.403812,38,1301.890593
-137717.641704,30,1304.2228
-15497.211144,34,1306.110895
-14694.195218,29,1307.905064
-523568.34133,29,1309.80966
-609190.932354,36,1311.503934
-286928.395254,32,1313.687904
-86934.029948,38,1315.140005
-204878.566444,31,1317.196792
-10124.659298,36,1319.477242
-790094.161732,35,1321.304641
-911229.26123,28,1323.077846
-220892.25824,39,1325.008131
-23429.223579,32,1326.725263
-664144.44215,32,1328.301244
-488526.280025,26,1330.062145
-43971.362184,31,1332.188203
-501127.641566,35,1334.282515
-17940.355931,33,1336.829768
-41234.263375,35,1338.480635
-113731.236412,28,1340.186773
-22206.231122,41,1342.171271
-16263.201429,36,1344.470337
-84131.838791,32,1346.912158
-29936.693184,36,1349.055061
-800177.120122,33,1351.036062
-118892.946708,35,1353.36681
-197373.986455,42,1354.923765
-47037.900535,29,1356.860938
-399348.329348,41,1358.969528
-43705.074618,37,1361.179359
-82604.808106,30,1363.055577
-36012.995735,28,1364.837347
-461931.931019,32,1366.874939
-108115.06639,36,1368.699411
-275875.224424,34,1370.306011
-638287.438764,34,1372.529793
-88391.315133,30,1374.726477
-93354.519356,29,1376.704031
-347459.635936,35,1378.799996
-65493.496184,34,1380.294116
-204060.286438,43,1382.535671
-486853.386664,29,1384.436296
-650505.341567,32,1386.061823
-71579.956302,29,1388.303771
-45613.758677,30,1389.808735
-984304.693817,34,1391.942943
-20582.76796,30,1393.998239
-341004.314495,36,1395.479819
-560374.725518,33,1397.487886
-293915.524555,32,1399.463969
-66743.570534,31,1401.543663
-112653.55886,34,1403.973769
-1242352.345137,30,1405.566189
-15040.184271,33,1407.141823
-32454.347641,33,1408.79893
-24068.63376,34,1410.260668
-956847.900558,25,1412.074288
-1053180.43504,42,1414.481739
-46165.589119,41,1416.301252
-30308.405818,40,1418.090717
-531866.646921,37,1420.310768
-806393.303668,28,1422.100723
-29930.949099,30,1423.66036
-467709.165792,35,1425.715806
-755191.352008,39,1427.395321
-1674712.863302,35,1429.945808
-674764.537658,36,1432.070853
-756810.456182,34,1433.514766
-115665.209335,29,1435.230424
-88627.458034,31,1437.226247
-77709.563088,32,1439.111729
-71166.403981,29,1441.164781
-10646.4,35,1442.641258
-241198.417052,35,1444.586497
-683027.874513,36,1446.607064
-125328.847015,36,1448.775999
-196638.597422,31,1450.932562
-81666.067324,31,1452.605603
-85145.895574,39,1454.53641
-87753.194556,32,1456.863699
-27191.408479,40,1458.5715
-272191.187908,29,1461.206879
-95393.929593,26,1462.793704
-833088.137676,28,1464.751672
-858223.102077,36,1466.644673
-109687.606838,36,1468.981249
-44799.410231,37,1471.398813
-561691.269735,31,1473.660313
-739031.93366,34,1475.725139
-161424.23451,44,1477.690556
-43145.098186,40,1479.402288
-509010.295286,30,1481.730919
-66291.57509,23,1483.597413
-170089.283923,31,1485.433247
-26688.132326,30,1487.18846
-663925.981568,33,1489.327042
-93395.571084,31,1491.207292
-953608.947057,30,1492.987244
-27564.58824,43,1494.656054
-12811.207304,28,1496.894971
-160553.852545,35,1498.443742
-193671.363488,32,1500.06426
-11940.097241,28,1502.395055
-114015.600862,29,1504.256895
-625320.193252,40,1506.315188
-92177.503256,32,1508.403865
-500417.28046,34,1509.837496
-54751.046418,30,1511.7012
-633510.580123,28,1513.829094
-10391.617196,29,1515.537189
-25352.55841,29,1517.391965
-14956.472534,36,1519.710213
-216163.680174,29,1521.152096
-376829.577144,32,1523.033206
-126555.420949,32,1524.887125
-621050.71004,33,1526.931399
-770549.878319,31,1528.832543
-33526.41529,28,1530.249208
-581808.042926,36,1532.474818
-20857.175618,32,1534.503709
-154021.860096,32,1536.596712
-368819.44841,34,1539.173376
-69707.009408,42,1541.268091
-772554.631677,35,1543.457528
