#{"t_start": 1746315993.2764797, "env_id": "None"}
r,l,t
-25454.5,27,2.145859
-57339.0,41,3.627813
-21574.0,31,5.122488
-30172.5,31,6.621259
-24610.0,29,8.089348
-9445.5,33,9.523316
-19816.5,34,10.992946
-10443.5,31,12.649134
-13994.0,33,14.147482
-17489.0,44,15.68396
-15322.0,28,17.195619
-11774.5,32,18.703918
-24931.5,31,20.362349
-15444.5,37,21.863137
-9007.5,32,23.300262
-12901.5,28,24.735467
-10546.5,34,26.254297
-17497.5,32,27.79418
-26129.0,28,29.250638
-16715.5,36,30.721471
-22666.0,32,32.198672
-15867.5,35,33.646407
-16636.0,27,35.061716
-35448.0,44,36.595951
-63344.5,29,38.051707
-22535.0,35,39.531332
-19837.0,41,41.0184
-14321.0,37,42.466466
-16394.5,29,43.916342
-30968.0,35,45.371835
-19031.5,35,51.972499
-21321.5,26,53.384786
-16512.5,30,54.80246
-19692.0,30,56.239112
-18113.5,33,57.687684
-14831.5,28,59.105125
-13161.0,35,60.571972
-12531.0,32,62.011533
-16147.0,25,63.397722
-16240.5,34,64.851652
-24230.0,36,66.300531
-8322.5,29,67.736632
-19510.0,39,69.227673
-16663.5,25,70.632364
-14038.5,29,72.05233
-18477.0,33,73.488883
-14824.0,28,74.904001
-30502.0,33,76.357711
-38919.5,37,77.833371
-29480.5,34,79.307958
-24134.5,32,80.791106
-15417.5,24,82.205906
-14670.0,35,83.645109
-32683.0,33,85.095935
-20382.0,31,86.534592
-21098.5,30,87.993583
-25267.0,29,89.42211
-21975.0,33,90.863348
-23360.5,31,92.304537
-15251.5,34,93.747239
-25716.5,37,95.226625
-154353.5,37,101.653933
-26398.0,34,103.129388
-20386.0,25,104.551381
-35338.5,26,105.976362
-20745.5,32,107.401459
-23784.5,29,108.823866
-24128.0,36,110.314372
-27441.0,29,111.74499
-12577.0,30,113.162921
-16182.0,27,114.580663
-22635.5,27,115.978725
-28699.0,40,117.469061
-10948.5,29,118.896828
-20657.0,38,120.345971
-24634.5,31,121.794318
-26919.0,39,123.29747
-24193.5,33,124.745439
-40727.5,32,126.199958
-37194.0,34,127.654062
-14695.0,31,129.075634
-41413.0,29,130.563627
-15853.5,36,131.994967
-24798.0,22,133.399539
-11224.0,27,134.824315
-15764.0,35,136.24616
-41654.5,32,137.689798
-17446.5,31,139.11509
-27343.0,38,140.581277
-30778.0,37,142.058316
-19538.0,31,143.485749
-15933.5,34,144.926983
-5332.5,27,146.405848
-12962.0,35,151.027526
-13289.0,31,152.468445
-11649.0,35,153.892923
-18384.5,37,155.330947
-12441.5,32,156.73882
-12876.5,27,158.126543
-39555.5,32,159.573098
-71188.0,35,161.038855
-27076.0,36,162.480061
-11756.0,27,163.884337
-15723.0,28,165.288213
-21563.5,35,166.711587
-20356.5,34,168.149385
-29635.5,32,169.551589
-24178.0,36,171.005871
