episode,reward
0,-11188.924283
1,-81769.251624
2,-26698.960894
3,-19423.834895
4,-21702.443055
5,-25645.59271
6,-49735.097786
7,-30233.848597
8,-12188.724486
9,-39273.1472
10,-25254.130847
11,-53356.06583
12,-52037.391879
13,-22180.730748
14,-14236.385259
15,-27763.21864
16,-26011.032445
17,-16259.500467
18,-33979.747593
19,-36924.182783
20,-71993.540693
21,-8930.823595
22,-16553.613462
23,-47115.54596
24,-8784.486306
25,-14500.871694
26,-16970.082874
27,-15815.340393
28,-29727.906002
29,-29845.294512
30,-16927.82349
31,-29286.990114
32,-35857.27267
33,-18232.055154
34,-55242.634475
35,-18646.821996
36,-89685.683367
37,-76067.332606
38,-21430.543716
39,-52173.63971
40,-34801.113232
41,-25585.853257
42,-33859.148938
43,-13348.794334
44,-13354.59691
45,-15160.693568
46,-25484.746256
47,-25594.861742
48,-27924.671015
49,-22048.206922
50,-17113.415867
51,-26272.668001
52,-13098.580377
53,-26782.524769
54,-16030.324614
55,-63397.735036
56,-22341.772639
57,-68386.602439
58,-25861.060244
59,-20648.263939
60,-15200.443105
61,-14033.487027
62,-23824.959221
63,-51300.975993
64,-59210.485791
65,-27631.307396
66,-17293.586008
67,-7514.876654
68,-42124.390207
69,-32965.011837
70,-17193.075198
71,-16493.289039
72,-24741.05755
73,-41366.32493
74,-51302.994927
75,-39399.157446
76,-19445.813455
77,-13245.711651
78,-38430.616446
79,-27960.683308
80,-16740.177627
81,-51189.551571
82,-56157.266846
83,-29817.916941
84,-21431.231144
85,-13065.530725
86,-15636.652654
87,-17841.290858
88,-56541.842397
89,-23497.028457
90,-18905.766589
91,-20296.578629
92,-24197.25152
93,-17450.782285
94,-30961.727988
95,-67350.670023
96,-22318.626452
97,-24606.350188
98,-36209.689659
99,-33190.792292
100,-17825.646569
101,-81178.820324
102,-15127.899348
103,-44063.378228
104,-32611.294007
105,-11465.066025
106,-33355.510872
107,-28597.659976
108,-14806.86934
109,-29001.37311
110,-14799.758308
111,-22229.539075
112,-13666.585674
113,-63254.439963
114,-28172.54554
115,-57513.760986
116,-12714.40462
117,-14666.90434
118,-46886.142017
119,-46674.064494
120,-14537.80654
121,-61429.900824
122,-44397.4859
123,-30888.550086
124,-25446.459609
125,-59259.334238
126,-50682.521724
127,-13493.536137
128,-22210.050984
129,-44202.538896
130,-55742.316018
131,-17779.682654
132,-18266.64395
133,-29140.278987
134,-25356.031113
135,-78945.547876
136,-17619.049052
137,-93495.908934
138,-42948.156039
139,-25999.278442
140,-7996.799323
141,-10514.212926
142,-30735.11808
143,-23823.463229
144,-27592.553114
145,-42684.372757
146,-44712.039104
147,-76652.908446
148,-39397.831749
149,-17067.923925
150,-20821.054783
151,-9965.692378
152,-86821.355863
153,-11021.817533
154,-41121.600696
155,-22958.044366
156,-60573.525786
157,-53105.932385
158,-15181.860229
159,-19478.982161
160,-45295.675589
161,-10920.793119
162,-15281.087837
163,-12990.868493
164,-36930.052189
165,-25816.374148
166,-33649.737235
167,-28466.30515
168,-20928.384064
169,-15646.95301
170,-40077.980646
171,-14600.096994
172,-20484.215619
173,-25243.496453
174,-17781.824113
175,-47675.6696
176,-14911.860676
177,-27087.288711
178,-61952.125851
179,-24892.933565
180,-23151.141055
181,-10773.153486
182,-50920.248545
183,-17194.483103
184,-57623.78063
185,-38001.550688
186,-13587.188442
187,-79854.749077
188,-26164.451544
189,-14256.84165
190,-64743.117484
191,-12282.996744
192,-71543.506739
193,-20903.666066
194,-22176.809183
195,-31144.554358
196,-32301.271198
197,-57040.866966
198,-15888.784725
199,-18369.142735
200,-28602.041862
201,-8231.567954
202,-28877.534193
203,-18212.260968
204,-25607.914406
205,-16979.208401
206,-15050.989748
207,-13865.693876
208,-18956.270223
209,-25170.985928
210,-9783.802871
211,-41503.51274
212,-16243.99748
213,-48560.798337
214,-17887.641599
215,-14151.678036
216,-34055.571952
217,-16412.262052
218,-60651.078313
219,-17353.277488
220,-31843.588509
221,-56375.743377
222,-50549.448949
223,-65193.261574
224,-51830.589322
225,-15557.674603
226,-37342.471384
227,-44257.763139
228,-46252.447837
229,-26841.415282
230,-17221.729461
231,-10253.585259
232,-16250.532301
233,-63751.560625
234,-58748.583819
235,-22756.373997
236,-33649.576503
237,-46196.472293
238,-23814.711398
239,-26351.143894
240,-16294.841664
241,-35707.838174
242,-55200.364279
243,-32191.463206
244,-15850.73877
245,-30476.111098
246,-15538.391131
247,-25498.422574
248,-13165.416298
249,-13083.416296
250,-17175.485913
251,-36488.110313
252,-39153.9351
253,-8107.785237
254,-36079.847967
255,-45095.118345
256,-11926.321854
257,-24947.594665
258,-44140.369141
259,-17684.129784
260,-16326.640822
261,-75907.465734
262,-14495.945921
263,-16425.01565
264,-60660.872238
265,-24653.653813
266,-80524.051973
267,-13046.764927
268,-51512.232347
269,-23434.761087
270,-10816.969656
271,-69425.150263
272,-75417.654311
273,-20733.64194
274,-11241.295817
275,-38516.890559
276,-83171.403811
277,-12352.82572
278,-12533.05628
279,-200343.429775
280,-12418.535314
281,-25247.378542
282,-17653.949618
283,-49761.488949
284,-27188.645834
285,-24675.352425
