#{"t_start": 1746338478.2827096, "env_id": "None"}
r,l,t
-28735.1,29,2.173234
-25120.15,25,3.91326
-12417.1,36,6.088136
-22863.6,36,7.714924
-10952.35,29,9.412359
-10699.8,25,11.234784
-18066.7,27,13.026006
-8267.3,26,15.01126
-17505.45,31,16.735232
-21032.3,30,18.514365
-30085.6,36,20.244201
-35335.75,30,22.091279
-23318.3,36,23.707254
-17138.1,36,25.558199
-14060.25,28,27.319072
-11787.25,36,29.170752
-27893.8,30,30.678413
-26199.95,31,32.441335
-15308.3,34,34.724867
-29606.6,28,36.818266
-22436.75,37,39.121995
-18433.15,32,40.932787
-16093.9,28,42.578053
-12162.35,38,45.106202
-21965.35,27,47.039396
-26589.4,34,49.504771
-25374.8,33,51.185852
-42211.7,39,52.869528
-21865.05,32,54.936662
-36031.25,29,57.063429
-13953.2,28,59.064707
-19989.5,33,61.325307
-24117.95,25,63.299711
-31733.1,38,65.371862
-15225.85,32,67.396469
-14791.2,34,69.476236
-14297.3,32,70.982209
-24234.05,34,73.077619
-17493.05,31,75.306431
-16760.95,35,77.300431
-10186.45,26,79.217323
-18182.05,29,80.960205
-17121.5,29,82.95446
-24268.6,37,85.429781
-25761.8,32,87.406557
-10923.55,30,89.36544
-21729.15,37,91.037989
-10997.55,36,93.695371
-21184.1,42,95.844105
-17744.05,32,97.671728
-36157.5,35,99.844487
-22037.15,32,101.375866
-16325.5,32,103.77611
-18277.5,26,105.711693
-42826.95,35,107.385434
-17593.85,32,109.47319
-29215.6,30,111.345929
-28093.0,35,113.787389
-22603.15,32,115.303467
-11999.3,27,117.155218
-26273.9,36,119.327111
-24011.55,36,121.264835
-11384.85,29,123.243614
-36905.2,31,125.012733
-41493.15,33,126.624813
-26820.3,34,128.563426
-20689.0,39,130.682292
-30835.5,30,132.410107
-25365.05,30,134.364089
-8958.25,28,136.151752
-21434.7,30,138.333645
-52077.85,29,140.10937
-6250.8,27,142.172851
-14893.65,39,143.811934
-34419.55,34,145.895306
-78450.5,34,147.562144
-31664.25,32,149.042524
-10935.25,25,150.839829
-11472.1,33,152.473089
-32129.85,29,154.816117
-11436.15,33,157.260713
-61618.6,32,159.670409
-18974.4,32,161.500784
-19051.5,31,163.349278
-12928.8,30,165.023182
-10328.7,31,166.98879
-33433.3,26,169.023154
-54135.05,36,170.752888
-17144.9,25,172.453138
-31323.05,39,174.697224
-13401.4,37,176.797188
-54806.45,33,178.747833
-18864.1,30,180.379256
-19138.6,31,182.391117
-27731.6,32,184.315478
-36016.55,24,186.29631
-11998.85,29,188.210017
-21166.3,36,190.068323
-10714.05,35,192.38991
-16761.6,29,194.017549
-16412.85,27,195.580801
-21114.2,36,197.762239
-17147.25,29,199.735982
-33350.4,37,201.888866
-13079.75,27,203.410261
-40762.4,29,204.937323
-23235.65,34,207.278501
-17473.95,31,209.250371
-11881.0,30,210.796605
-23354.1,35,212.286209
-26654.55,32,214.020046
-8844.05,29,215.742379
-18628.05,34,217.394556
-18022.65,28,218.991446
-21684.45,33,220.84253
-17392.35,30,222.513791
-34257.85,33,224.082372
-14626.2,28,225.95174
-26390.0,28,227.773176
-13964.45,33,229.852286
-13305.85,34,231.375866
-23086.55,29,233.408039
-33461.1,33,235.584286
-16445.55,29,237.487985
-17603.25,31,239.387487
-21069.15,34,241.06578
-22218.15,26,242.808423
-13949.8,36,244.632643
-22075.45,27,246.191468
-24886.35,42,248.573439
-26514.05,39,251.077476
-24976.1,28,252.885859
-33397.1,33,254.786521
-14077.05,22,256.220818
-32750.6,33,258.504459
-22563.95,31,260.04776
-49920.35,33,261.524837
-25270.0,28,263.404665
-10238.9,26,264.804132
-13912.6,31,266.493526
-27756.15,30,268.293118
-15278.4,32,269.950911
-40653.6,33,271.585533
-9652.0,30,273.646703
-21865.65,34,275.108151
-32507.25,28,276.622474
-29144.95,27,278.521721
-25543.85,28,280.414952
-20718.55,36,281.859144
-11909.15,33,284.105695
-9957.25,35,286.338399
-25644.95,37,288.247298
-33881.6,31,290.026788
-22971.2,35,291.62062
-34111.6,33,293.152608
-17373.45,28,295.006134
-8805.5,32,297.117816
-14248.95,34,299.01494
-17588.6,30,301.238674
-10695.3,29,303.069034
-66264.35,43,305.348873
-20065.6,30,306.949218
-16920.95,30,308.426848
-15786.05,27,310.577422
-16577.0,29,312.647081
-26072.7,31,314.49534
-25497.65,28,316.165111
-25526.45,32,318.004556
-18519.05,27,319.92138
-18390.9,29,321.926651
-16743.7,29,323.533724
-21703.7,32,325.544178
-56275.7,30,327.255978
-13832.0,42,328.866373
-15542.8,31,330.752809
-11776.2,27,332.485562
-32286.15,32,334.453749
-19105.4,25,336.597326
-17737.5,34,338.217072
-24004.25,32,340.680117
-29166.55,40,342.195519
-24980.25,32,343.935949
-15546.25,33,346.671678
-26888.8,33,348.620068
-19239.0,35,350.3313
-39998.25,36,352.153077
-24188.4,39,353.777659
-22753.75,30,355.783567
-18994.55,30,357.469935
-71918.2,29,359.138061
-25204.7,28,360.949282
-9745.25,30,363.290173
-9788.55,33,365.439577
-36752.0,33,367.206797
-87697.45,33,368.92802
-19866.2,28,371.2524
-20360.3,31,373.258102
-18664.85,35,375.175894
-24497.6,37,377.16238
-16941.95,31,378.867773
-13645.6,31,381.372052
-21581.95,27,383.262426
-16613.25,34,385.190465
-13843.85,24,387.047383
-24801.15,31,388.940381
-17993.55,34,390.985089
-18922.35,26,392.681369
-18197.45,35,394.279606
-20026.6,34,396.275962
-27145.9,33,398.690519
-23557.5,27,400.701814
-25470.6,26,402.346159
-15038.85,31,404.276057
-23915.0,37,406.012574
-19234.4,41,408.437584
-18302.9,25,410.163043
-21438.8,29,411.866061
-13658.2,28,414.092054
-21034.45,24,415.958196
-48539.2,36,417.503106
-15564.25,36,419.363843
-15553.7,32,421.267099
-12583.0,30,423.320081
-37418.9,35,425.684405
-25812.0,33,427.383028
-32728.9,30,428.935311
-14491.65,26,430.773244
-22095.05,34,432.653714
-16426.9,29,434.973414
-16384.4,31,436.995037
-24021.25,32,438.746378
-16674.2,32,440.27867
-127380.15,37,441.886718
-10555.45,31,443.848615
-19343.95,32,445.447149
-17349.85,29,447.461245
-17033.3,32,449.423456
-21813.5,26,451.031978
-41446.35,35,453.369438
-57298.6,36,455.353997
-45110.6,32,457.186106
-19775.45,28,459.01483
-23454.65,28,460.936779
-18469.0,34,463.060329
-18742.15,33,465.063932
-7838.5,28,467.095779
-26312.75,39,469.346943
-23570.4,36,471.241806
-24821.5,33,473.193909
-20036.35,34,475.734684
-50845.4,33,477.549128
-25993.4,34,479.4863
-31597.3,37,481.732055
-28720.8,32,483.785256
-15965.3,29,485.895743
-21938.05,34,487.611194
-31276.65,30,489.603495
-24345.45,32,491.399817
-14806.55,39,493.554243
-20246.45,35,496.036653
-19745.6,36,498.014051
-40721.7,31,499.948243
-23903.1,33,501.652233
-21524.8,32,503.913888
-29139.35,34,506.176926
-15927.6,30,508.181293
-13777.05,27,509.923464
-28209.05,33,511.83932
-17606.0,26,513.875268
-20226.75,30,515.940047
-14391.75,34,518.314409
-20993.55,38,520.426389
-17497.5,40,521.942948
-29071.95,36,523.664932
-18847.45,32,525.680692
-21317.5,31,527.155109
-51753.8,30,529.228949
-14199.65,38,531.311344
-14534.85,29,532.850318
-19867.0,31,535.073205
-21243.1,29,537.120875
-30665.1,32,538.901756
-17021.75,30,540.934201
-25787.0,35,542.813658
-14840.0,29,544.916745
-16197.7,28,546.797367
-27180.0,35,548.954878
-32007.2,29,550.884678
-15873.35,33,552.36704
-22849.05,38,554.438856
-20829.5,28,556.857816
-26472.5,39,558.38251
-13738.65,28,560.210792
-15076.65,31,562.184733
-30366.65,33,564.041659
-66321.15,27,566.087195
-20274.6,28,567.55843
-16435.6,37,569.9648
-32418.85,32,572.012258
-11998.6,29,573.913538
-28175.05,32,576.046266
-24721.6,38,577.755898
-68087.05,34,579.891264
-16846.7,33,581.723208
-19699.4,32,583.426604
-50741.7,31,585.24628
-30085.85,35,587.12312
-32305.8,35,589.114319
-22805.9,32,590.851623
-15101.65,32,592.343475
-21623.8,38,594.416332
-26240.7,33,596.826615
-10545.55,28,599.088365
-43461.7,37,601.262736
-14325.05,29,603.28624
-33061.2,31,605.496589
-22697.2,29,607.174451
-28335.1,28,609.085445
-46493.5,44,610.891012
-47872.35,36,612.720246
-18563.0,32,614.970869
-41040.7,33,617.089186
-20971.85,33,619.070325
-34609.15,32,620.944341
-22606.85,27,622.694429
-12917.75,30,624.803857
-15049.1,27,626.28296
-9383.85,30,628.143892
-15782.45,39,630.056941
-10216.85,21,631.651601
-17359.9,35,633.876125
-26810.55,31,635.608353
-17917.1,30,637.260491
-25328.5,32,639.682011
-51055.9,32,641.890366
-62109.8,30,643.313423
-11840.7,31,644.961016
-14564.95,32,647.167503
-23352.8,33,649.053256
-38580.15,33,651.340228
-28035.5,35,653.79595
-15109.05,29,655.272295
-26611.65,38,657.172894
-49621.85,41,659.291309
-41579.0,26,661.349723
-18776.75,32,663.009446
-14219.85,33,665.085914
-28665.5,33,667.351675
-22234.85,38,669.430515
-20359.8,28,671.319476
-20045.05,39,673.44763
-26580.25,35,675.242522
-27630.9,33,677.620754
-25398.15,31,679.638644
-55608.9,38,681.30565
-11502.05,35,683.375646
-28169.65,28,685.13392
-141383.9,39,687.406112
-12710.15,27,689.054127
-35158.1,27,690.566902
-19015.75,32,692.535357
-14915.8,32,694.592067
-62829.6,42,696.785187
-20925.8,36,698.908
-24075.4,30,700.544934
-18661.7,34,702.461356
-12308.9,26,704.591011
-26881.8,35,706.788393
-40826.55,35,708.939574
-14357.65,38,710.533294
-15248.7,39,712.355993
-24755.85,27,714.545819
-15254.25,29,716.029736
-22201.95,27,718.292221
-22024.5,27,720.194363
-13975.9,29,722.409534
-18140.4,25,724.285233
-8593.3,33,726.206116
-14049.6,31,728.148466
