#{"t_start": 1746331992.6780338, "env_id": "None"}
r,l,t
-14828.033215,37,1.54088
-16322.887296,33,4.109735
-440406.227082,31,5.53322
-326461.360459,32,7.010034
-14856.382828,31,9.085652
-41159.755651,35,10.928141
-8165.134036,32,12.584978
-29671.028346,32,14.432965
-158086.817912,39,16.64965
-10491.77151,29,18.873982
-25829.344939,25,20.461851
-71577.208377,35,22.069146
-25938.643396,37,24.455969
-13255.485591,25,26.627286
-29906.905205,31,28.036533
-23372.711061,33,30.151944
-19468.383672,28,32.074157
-340134.577367,31,33.776141
-65534.536456,36,35.636856
-41937.667423,38,37.342326
-22208.422554,24,39.871597
-15490.684384,34,41.989927
-13680.321142,30,44.314279
-6221.96218,29,46.461123
-343647.546311,30,48.935953
-272557.970566,30,51.246511
-18531.56314,31,52.760834
-10331.336589,37,55.027674
-35587.92798,39,56.802877
-22932.029249,32,59.080302
-368911.853517,32,61.456986
-10080.28132,34,63.108972
-70053.631523,23,65.083011
-9515.103382,32,67.132909
-48227.826923,31,69.13005
-42211.6852,34,71.073877
-9228.406548,28,72.616932
-28090.448878,33,74.833402
-15259.777987,31,76.878962
-30591.847398,32,78.742893
-9329.433253,39,80.497619
-22950.203138,38,82.584813
-25588.30104,30,84.431314
-63295.801602,35,86.921466
-383885.294913,26,88.508843
-18031.796713,29,90.510534
-369354.167484,30,92.477646
-15958.840307,29,94.761533
-66407.70092,29,96.664793
-36144.417551,29,98.564137
-20255.244422,41,100.218165
-25082.850489,38,102.290704
-39070.134206,26,104.272024
-333534.903334,30,106.20333
-16898.447592,35,108.656291
-15683.88224,28,110.232089
-10089.600838,32,112.303273
-25763.164891,44,114.371078
-20753.819942,31,116.507183
-26932.565145,30,118.602698
-217619.027764,29,120.258225
-24981.658812,44,122.447954
-14160.283043,32,124.182436
-10110.513718,35,125.594394
-30535.407108,30,127.924793
-31943.346485,38,130.065644
-50225.141612,29,132.299964
-18866.289381,28,134.16126
-428846.485448,32,135.80324
-36479.544978,25,137.523386
-11808.523035,38,139.531807
-52898.68912,31,141.519277
-18544.422291,29,143.533445
-11811.768802,34,145.725418
-262113.228584,28,147.496286
-8252.1,35,149.357462
-391612.989428,35,151.398719
-19063.59473,41,153.586697
-351638.021674,32,155.460958
-21181.222788,32,157.022338
-89679.23394,33,158.801176
-227481.084924,26,160.430971
-46833.869327,32,162.006023
-398702.074901,30,164.127553
-12338.324491,34,165.651886
-11437.656563,32,167.112316
-66282.441065,33,168.79033
-20997.589227,33,170.441602
-84802.584273,28,172.146892
-8651.996139,31,174.142139
-17981.09436,29,176.328841
-23508.299474,35,178.633085
-182107.596666,30,180.467325
-32333.950877,44,182.650257
-285372.530223,26,184.898302
-48680.834606,24,186.646523
-112294.193655,30,188.787723
-24010.521787,29,190.741614
-66675.155452,30,192.357075
-49199.552076,30,194.57466
-10228.838678,27,196.719163
-61936.942248,34,198.662128
-25961.521038,29,200.431861
-12099.146451,36,202.410177
-425545.760936,38,204.739627
-383286.699288,23,206.880321
-14781.860766,29,209.083409
-10480.626642,35,211.033445
-237269.263875,30,212.699745
-7760.949743,28,214.903983
-16071.890044,25,216.785773
-16092.030484,30,218.374825
-15226.67434,33,220.407155
-440380.523282,25,222.186175
-306222.315633,32,224.0265
-245382.697384,27,226.196447
-16240.849113,31,227.907423
-413287.903619,31,229.825272
-34256.159069,32,231.912358
-7200.600756,31,233.762945
-32349.146137,23,235.427178
-146895.252241,30,237.748451
-50905.151632,31,239.498811
-17800.486148,31,241.503664
-290335.772962,28,243.152761
-18215.265373,32,245.177001
-21963.133756,28,247.024992
-18261.323448,35,249.326201
-29797.341236,34,251.902234
-9466.586995,29,254.381765
-65299.516372,41,256.230657
-30647.206521,39,257.771443
-114366.329953,29,259.582815
-14530.274527,38,261.778523
-405715.457228,35,264.031917
-17453.161247,43,266.400497
-13249.056927,34,268.373145
-80507.217652,32,269.972245
-88325.911837,33,272.304408
-86021.611279,40,274.415187
-38197.379526,44,276.766452
-41795.853883,34,278.825088
-294832.508325,30,280.507179
-313708.873763,23,282.353811
-13144.823946,31,284.248012
-38856.197222,34,286.81802
-17243.994014,40,289.05829
-36101.193149,38,291.232551
-15996.218046,34,293.40098
-10404.201048,30,295.129459
-28576.883308,34,297.159625
-350077.650417,34,299.034517
-18735.144053,32,300.461748
-15230.327429,28,302.361041
-16729.923458,34,304.908818
-382415.718938,32,307.313279
-7586.290168,34,309.184482
-18821.897485,29,310.96891
-17399.001953,35,312.923453
-24048.001003,32,314.792735
-15634.964936,30,317.391939
-18501.412153,32,318.963854
-507720.305186,29,320.4809
-305347.40793,26,322.55755
-18225.371068,33,324.797907
-55490.389245,28,327.042783
-39758.288226,35,329.70185
-32750.271431,36,331.642631
-29296.444172,31,333.62979
-375955.349622,30,335.457645
-22661.776477,33,337.415366
-30165.025129,30,339.207077
-16200.67333,34,340.825627
-52029.797471,28,342.684682
-322675.336291,28,344.707108
-29914.820455,35,346.490941
-277021.707874,28,348.678402
-32461.82148,32,350.487648
-6720.553807,28,352.635314
-350116.737241,32,354.410612
-148574.450976,27,355.985044
-16994.172813,32,358.492771
-17823.528833,35,360.372044
-41612.966586,37,362.449682
-20609.781197,31,364.487307
-18022.78591,31,366.112722
-80561.204855,24,367.912252
-24167.171993,35,369.864066
-292426.920416,32,371.397781
-470371.073981,36,373.320072
-33440.725983,30,375.198988
-20524.766128,35,377.457069
-13892.668672,32,379.678931
-12274.281002,38,381.423046
-32566.758601,30,383.616244
-263337.733239,28,385.443686
-343763.921521,26,387.867424
-164329.350048,28,389.699619
-25841.930848,37,391.395447
-30455.528289,31,393.360622
-11231.725157,31,395.462559
-17201.210334,32,397.357363
-41643.257967,38,399.314019
-21173.776851,35,401.579889
-42652.347439,31,403.472102
-42169.393007,31,405.279047
-378651.682879,40,406.930408
-107545.149138,37,408.896178
-21262.27935,34,410.578827
-95284.104819,28,412.092439
-37230.326925,35,413.979473
-17888.337901,33,415.888472
-46881.167808,33,417.331252
-23738.97609,26,418.923696
-19540.926821,30,420.846361
-11603.27833,34,422.680272
-115771.460614,28,424.472589
-116336.909347,33,426.734691
-66260.01129,38,429.140355
-183547.794916,33,431.249705
-122446.209876,26,433.212227
-239178.267943,27,435.280796
-17524.855339,34,436.905478
-714746.864231,35,438.969432
-13485.477198,27,440.797585
-13321.991866,29,442.300608
-24042.068475,30,444.195354
-12249.825337,27,446.178179
-29831.037238,38,448.505709
-11634.512489,31,450.32345
-92314.919387,29,452.601345
-97166.602542,34,454.049732
-11894.325246,32,456.162604
-30870.678331,26,457.620099
-41361.428367,30,459.094228
-9733.373034,33,461.519524
-15116.870282,39,463.403136
-46290.974203,33,465.4403
-15681.557666,35,467.473218
-13184.070556,28,468.981561
-28108.772048,33,471.185232
-315418.507739,32,473.018823
-60404.572149,30,475.032076
-120841.769991,30,477.341938
-47226.07122,25,479.05736
-60299.559893,32,481.956736
-13437.997685,25,483.867372
-47916.399191,27,485.395438
-16399.786844,32,487.43716
-19941.466731,27,489.195173
-16816.056475,39,490.9905
-312286.383376,30,493.075007
-405422.083988,31,494.575438
-18097.738128,38,496.587006
-12898.625592,30,498.017411
-145269.843902,33,499.984104
-421802.562041,27,501.637578
-28016.899602,26,503.419686
-41958.599728,37,505.331359
-276616.228938,31,507.432553
-179145.826067,27,509.379959
-12034.789583,33,511.518172
-16515.70304,37,513.049016
-23652.462182,36,514.884913
-249967.014438,30,516.583598
-17056.262222,36,518.107797
-280192.189873,35,519.94522
-14200.411574,25,521.736733
-26242.591029,38,523.309559
-126528.785973,31,524.974782
-14087.994284,35,527.005242
-76551.136259,31,528.436513
-384592.378547,24,530.28394
-74328.799111,25,532.682685
-22025.223241,30,535.152146
-14302.512834,48,536.897327
-15595.962099,36,538.388839
-21934.969674,28,540.207234
-13794.79059,30,542.112369
-12480.435999,31,543.573687
-32682.54922,34,545.569139
-15739.133949,28,547.541996
-11110.441643,34,549.324678
-158003.630139,30,551.205788
-49524.796814,36,552.794464
-67995.495705,34,554.78289
-76393.974136,32,557.007361
-19788.827195,27,559.225357
-10444.636508,32,560.885936
-217335.352742,29,562.785887
-16372.317765,31,565.033419
-17669.670566,34,566.851497
-16875.01476,33,568.811615
-9360.389581,31,570.432835
-29270.990145,29,572.488721
-17611.672312,37,574.664924
-21298.760536,33,576.666281
-9682.3343,27,578.19766
-15368.600952,27,580.116104
-155225.128908,31,582.449611
-25520.439103,31,584.462125
-36463.594739,27,586.483781
-225207.46937,32,588.817245
-73525.667829,30,590.49838
-18593.336659,36,592.943513
-22960.658047,27,594.341516
-509492.438521,37,596.553064
-26246.977844,34,598.839819
-24270.732406,33,600.543216
-27357.262411,35,602.607854
-32075.396244,33,604.296258
-55544.452774,35,606.41295
-16892.309019,40,608.276038
-13748.545853,39,609.989469
-13249.011858,29,611.911023
-19468.845534,34,613.41985
-15698.629518,34,615.381457
-29167.246497,26,617.438016
-11273.042209,30,619.313805
-33891.233367,35,621.371085
-16488.191807,36,622.979629
-16340.643169,38,624.776958
-23944.796001,29,626.732832
-32202.737425,33,628.213503
-43634.016949,35,630.357746
-38204.354487,32,632.976493
-221753.1282,31,634.959172
-393963.891997,32,637.310561
-8568.617,36,639.620233
-23802.059606,36,641.448529
-23147.981989,29,643.18031
-40486.638205,39,645.347721
-305642.989231,30,646.783137
-167169.258455,33,648.380391
-57440.286006,29,650.419137
-11377.80473,31,652.806023
-24175.530042,34,654.47394
-15967.555403,33,656.875044
-16954.890366,32,658.454816
-19070.355301,32,660.286705
-353664.776444,27,662.178334
-469978.679596,26,663.652969
-15175.39081,37,665.331005
-47325.258169,30,667.378712
-33616.47142,33,669.127905
-91536.95306,40,671.376675
-10267.777702,28,673.489946
-260734.247846,24,675.467352
-17204.033135,39,677.398243
-438456.877082,31,678.880975
-172408.624283,33,680.750911
-23818.865194,35,682.782583
-12757.783949,32,684.678785
-21713.994758,30,687.805885
-21038.845513,39,689.354686
-32326.038072,32,691.403336
-34647.160171,38,693.369157
-15242.169298,41,694.848284
-9991.804463,34,696.887828
-363347.036241,29,698.910608
-14242.808246,34,700.407635
-425839.369469,30,702.436443
-327921.459174,33,704.163531
-14801.194107,33,705.574588
-24006.579522,36,707.047002
-135001.043015,27,708.89257
-219332.710068,31,710.276791
-37340.303155,32,712.544439
-13351.680644,31,714.318312
-17835.640662,31,716.048749
-19443.310222,31,718.10234
-24049.381784,31,719.569086
-379784.157368,26,721.571541
-330599.940877,32,723.821317
-100705.203779,28,725.641636
-429297.491169,37,727.997778
-22935.850246,33,729.63684
-22365.936053,33,731.54935
-9106.665133,29,733.480851
-25274.456153,36,734.956625
-21129.211104,28,736.982368
-289772.962563,29,739.449176
-12437.409296,38,741.61458
-31111.86012,47,743.846959
-35861.818782,34,745.359329
-17015.546805,27,747.20725
-35498.08509,31,749.021783
-183044.505818,29,750.840614
-242243.150681,29,752.99235
-8887.85,33,755.056847
-28349.890453,34,757.36082
-15797.96972,32,759.201972
-21351.913075,33,760.649614
-14872.406289,31,762.653217
-30373.131866,30,764.855552
-16153.019971,32,766.968307
-13918.764999,33,769.067154
-299166.800359,34,770.619455
-28630.156463,39,772.098111
-41510.555025,43,774.131197
-15555.02698,26,775.551355
-23967.715731,33,777.635059
-21044.094254,39,779.973195
-13211.533334,32,781.881896
-26390.350305,29,783.788375
-21280.760979,28,785.48956
-97678.95286,28,787.701512
-16166.68949,39,789.691175
-249857.641208,33,791.706299
-23749.551111,37,793.624154
-31087.878523,32,795.367396
-293326.237201,24,797.321136
-7259.325936,36,799.236863
-25696.153647,31,800.742916
-35157.722603,37,802.615664
-351750.462533,38,804.772557
-20333.915886,35,806.681813
-144982.86621,28,808.876991
-35752.534388,39,810.400395
-21181.980635,32,812.397129
-21656.570828,32,814.433562
-31208.488901,31,815.873476
-19723.197487,30,818.023141
-53160.057143,33,820.03996
-43397.590204,37,822.086062
-14319.041995,31,824.266099
-16453.690188,30,826.014544
-8815.308375,31,828.230447
-71212.620397,32,830.316447
-27314.480748,34,832.394414
-89504.791283,31,834.28211
-20726.873882,37,836.103338
-28966.453109,39,838.279544
-53509.950158,29,840.35712
-19277.177198,38,841.995561
-38889.673849,31,843.833756
-252834.776313,28,845.387324
-58386.569633,36,847.562969
-260753.09337,25,849.53759
-23197.889331,35,851.360714
-18823.96386,41,853.131642
-153832.785244,29,854.884169
-14620.321359,33,856.478892
-18812.748437,35,858.47293
-16976.72872,30,859.958193
-153428.315007,33,861.561064
-561220.301145,27,863.56866
-18199.804533,28,865.411028
-15371.271144,35,867.696379
-458676.457846,32,870.100903
-312126.631966,31,872.007765
-29444.87321,30,873.86593
-15988.362433,28,875.467984
-15292.803556,28,877.367838
-31348.633772,37,879.49472
-8912.312592,41,881.139167
-40070.869399,39,883.622412
-44878.312518,34,885.123562
-414930.85187,26,887.203037
-381508.295773,33,889.212921
-35006.957175,35,891.639501
-50206.406624,25,893.473959
-12260.396065,30,895.099682
-17829.896073,30,897.071614
-16673.190977,35,898.946178
-12540.482466,31,900.345734
-64776.012753,31,902.317961
-98119.500882,25,904.2917
-10755.853327,33,906.302058
-267540.775948,35,908.598471
-351123.39737,32,910.462072
-81213.00797,29,912.925017
-103410.168561,38,914.973208
-314170.75459,22,916.573783
-25999.926476,33,918.467586
-417952.674721,34,920.42288
-16686.575859,41,922.581534
-7086.661181,28,924.092
-10800.989703,34,926.273973
-24006.134397,37,928.768004
-39969.948217,26,930.477698
-126594.987511,33,932.642861
-17922.04102,39,934.241331
-32543.920102,36,936.438094
-14275.258858,34,938.474067
-26142.51166,37,940.252645
-285605.01176,38,942.715209
-29182.705231,30,944.309057
-35698.065914,34,946.822329
-633132.769471,34,949.189144
-155402.668235,32,950.997118
-348927.249336,32,953.479746
-60924.299634,28,955.343605
-449391.129491,29,958.056998
-128140.08908,38,959.61663
-10912.96266,40,961.687263
-23707.750648,25,963.899176
-13012.64108,34,965.567083
-9410.099248,27,967.707739
-19490.41775,38,969.58072
