episode,reward
0,-32163.6
1,-22129.0
2,-22757.8
3,-20400.0
4,-22955.2
5,-21361.8
6,-30304.0
7,-23366.4
8,-37980.6
9,-15855.6
10,-26708.2
11,-9137.0
12,-23753.2
13,-23495.0
14,-13390.2
15,-11419.6
16,-24473.8
17,-28806.4
18,-39351.6
19,-15776.0
20,-22825.8
21,-93232.6
22,-18036.8
23,-28496.4
24,-12684.0
25,-21138.4
26,-17036.4
27,-28430.2
28,-17342.6
29,-66602.0
30,-26889.2
31,-10904.2
32,-18906.2
33,-23086.8
34,-16441.2
35,-10620.4
36,-38035.8
37,-15097.4
38,-32943.0
39,-27489.4
40,-24472.4
41,-37661.2
42,-9726.4
43,-23907.6
44,-19664.4
45,-17493.2
46,-20416.2
47,-22533.2
48,-25549.2
49,-30560.2
50,-24093.8
51,-21675.6
52,-10497.2
53,-11857.4
54,-15674.0
55,-24305.6
56,-21286.2
57,-44262.2
58,-85773.4
59,-25040.4
60,-117503.6
61,-14617.6
62,-13418.6
63,-22369.4
64,-36316.6
65,-24181.8
66,-19194.4
67,-26607.6
68,-18107.6
69,-42687.4
70,-39137.6
71,-33157.0
72,-13357.2
73,-7967.8
74,-31879.6
75,-18971.4
76,-23309.0
77,-15680.0
78,-23385.2
79,-32844.8
80,-12970.4
81,-10409.8
82,-46686.8
83,-44845.2
84,-22698.2
85,-10769.8
86,-56146.0
87,-19023.8
88,-27050.8
89,-15403.8
90,-18276.2
91,-23830.6
92,-11723.4
93,-26361.4
94,-22916.6
95,-30156.8
96,-42466.8
97,-11033.2
98,-33263.6
99,-13906.6
100,-69217.0
101,-15200.8
102,-18780.0
103,-20834.0
104,-33209.8
105,-33167.2
106,-27109.4
107,-18035.2
108,-25119.8
109,-24614.8
110,-15137.8
111,-29480.8
112,-29580.2
113,-12179.0
114,-30471.2
115,-18324.0
116,-14987.8
117,-22064.6
118,-22016.8
119,-21131.4
120,-31197.8
121,-13590.6
122,-28074.6
123,-13299.2
124,-10431.2
125,-52565.6
126,-25323.2
127,-51606.8
128,-21782.8
129,-19249.8
130,-19172.6
131,-28084.8
132,-22078.8
133,-28333.4
134,-28441.4
135,-19934.0
136,-12818.0
137,-39060.8
138,-22576.8
139,-23697.0
140,-31563.2
141,-23854.6
142,-28719.8
143,-31049.8
144,-15660.4
145,-31004.2
146,-18360.8
147,-31230.4
148,-20556.8
149,-32724.8
150,-15515.2
151,-32989.6
152,-47151.4
153,-12779.6
154,-50142.2
155,-46071.4
156,-29060.4
157,-13138.4
158,-20341.4
159,-13146.4
160,-16286.2
161,-19123.6
162,-12505.8
163,-20899.0
164,-17863.2
165,-13921.0
166,-20050.8
167,-22671.8
168,-14114.0
169,-37261.4
170,-24761.4
171,-16786.6
172,-20250.0
173,-12367.4
174,-24498.2
175,-19829.6
176,-14156.8
177,-23993.6
178,-31646.0
179,-18386.2
180,-16970.8
181,-11400.4
182,-17007.8
183,-15329.8
184,-18285.4
185,-27943.2
186,-55812.2
187,-11229.2
188,-25408.2
189,-25903.2
190,-20820.2
191,-49896.6
192,-22847.0
193,-25312.4
194,-18978.8
195,-20565.8
196,-7813.0
197,-37446.6
198,-18069.8
199,-18024.8
200,-27714.8
201,-8605.6
202,-32998.6
203,-18333.4
204,-19665.8
205,-22357.4
206,-17998.6
207,-17663.2
208,-16222.0
209,-37981.6
210,-12295.8
211,-11345.8
212,-17540.4
213,-13813.4
214,-14401.0
215,-19501.4
216,-21497.8
217,-21617.4
218,-21953.4
219,-96499.8
220,-12446.0
221,-19284.6
222,-14411.2
223,-16104.6
224,-40041.2
225,-15134.2
226,-18909.0
227,-25456.4
228,-18901.2
229,-48111.6
230,-45005.8
231,-45726.8
232,-15573.2
233,-21971.2
234,-16858.0
235,-16611.2
236,-10471.8
237,-24152.0
238,-14263.6
239,-24853.0
240,-11870.8
241,-25481.0
242,-15040.0
243,-23024.8
244,-106168.4
245,-11804.8
246,-10185.6
247,-15805.6
248,-28033.6
249,-18080.6
250,-13413.4
251,-12072.2
252,-19176.4
253,-17202.6
254,-13893.4
255,-18759.6
256,-24450.8
257,-13235.8
258,-21654.4
259,-16014.8
260,-23930.8
261,-32986.8
262,-20225.0
263,-18055.0
264,-27555.6
265,-19339.4
266,-12994.8
267,-32987.4
268,-27577.4
269,-24009.2
270,-20943.6
271,-17640.4
272,-29803.8
273,-13295.8
274,-21495.6
275,-17666.2
276,-13013.4
277,-15815.6
278,-16002.8
279,-17716.6
280,-19222.4
281,-21843.6
282,-32621.8
283,-16248.2
284,-10073.8
285,-9668.0
286,-21090.6
287,-17590.4
288,-23587.4
289,-28101.6
290,-35731.0
291,-12881.2
292,-7325.6
293,-33064.0
294,-11201.4
295,-12897.2
296,-66727.0
297,-14153.2
298,-10534.8
299,-27985.8
300,-10530.6
301,-27378.2
302,-21646.6
303,-28153.6
304,-27194.4
305,-17200.4
306,-21048.8
307,-15536.6
308,-20174.8
309,-20358.2
310,-11056.6
311,-24115.4
312,-17533.6
313,-21610.2
314,-40068.2
315,-31379.4
316,-12085.8
317,-26139.4
318,-18692.6
319,-18843.6
320,-11446.6
321,-13375.6
322,-26713.4
323,-18490.8
324,-9847.0
325,-32443.0
326,-32347.8
327,-19993.2
328,-27769.4
329,-13610.6
330,-33177.4
331,-39142.6
332,-18708.8
333,-12042.4
334,-13556.4
335,-18910.2
336,-22020.8
337,-24820.4
338,-16333.0
339,-35390.6
340,-14379.2
341,-16691.4
342,-17101.2
343,-14738.0
344,-16251.4
345,-22155.0
346,-16172.4
347,-18668.0
348,-21590.0
349,-28481.6
350,-61612.6
351,-23764.6
352,-17983.2
353,-12429.2
354,-11086.2
355,-24017.6
356,-41180.6
357,-26761.2
358,-21317.0
359,-14516.4
360,-28301.6
361,-42075.4
362,-26980.0
363,-25648.4
364,-7825.0
365,-17134.4
366,-11697.6
367,-13098.6
368,-22096.0
369,-14745.0
370,-13498.8
371,-13547.2
372,-32874.6
373,-15000.8
374,-31677.2
375,-26020.2
376,-26714.8
377,-11774.8
378,-32533.2
379,-16010.2
380,-15258.8
381,-16657.6
382,-67592.2
383,-15961.2
384,-29562.0
385,-27018.2
386,-14603.2
387,-16974.4
388,-16991.2
389,-12913.2
390,-12120.4
391,-8025.4
392,-45787.4
393,-16964.4
394,-20900.8
395,-16748.2
396,-17829.2
397,-16892.6
398,-21458.2
399,-32948.4
400,-27312.6
401,-17264.0
402,-20617.6
403,-16738.8
404,-15278.2
405,-11573.4
406,-23641.0
407,-16138.8
408,-19531.0
409,-12319.8
410,-115534.0
411,-26489.0
412,-55171.8
413,-29626.2
414,-18623.6
415,-21932.8
416,-11998.8
417,-17920.2
418,-28688.4
419,-13072.4
420,-19451.6
421,-15339.0
422,-21961.2
423,-36370.0
424,-14902.6
425,-14581.4
426,-36043.6
427,-94208.6
428,-8809.6
429,-22029.8
430,-22468.2
431,-25986.4
432,-12466.0
433,-21984.4
434,-33379.6
435,-33657.6
436,-42969.0
437,-31393.2
438,-22230.0
439,-10454.4
440,-27158.2
441,-37639.6
442,-22008.8
443,-17032.2
444,-14905.6
445,-45609.2
446,-20812.0
447,-17445.4
448,-36272.8
449,-11459.0
450,-17491.2
451,-17395.2
452,-10157.2
453,-32091.2
454,-18497.0
455,-17926.6
456,-27049.0
457,-22608.2
458,-23099.4
459,-23307.4
460,-24848.4
461,-47527.8
462,-37150.4
463,-16543.6
464,-30578.4
465,-15449.2
466,-11848.0
467,-11160.6
