#{"t_start": 1746339382.3386867, "env_id": "None"}
r,l,t
-32163.6,33,1.887271
-22129.0,30,3.525629
-22757.8,31,5.557041
-20400.0,32,7.517477
-22955.2,35,9.056839
-21361.8,38,12.177452
-30304.0,34,13.972005
-23366.4,26,15.977436
-37980.6,36,17.983991
-15855.6,32,19.887017
-26708.2,38,21.694266
-9137.0,34,23.694721
-23753.2,30,25.514618
-23495.0,27,27.92744
-13390.2,31,29.923934
-11419.6,30,31.807534
-24473.8,36,33.292467
-28806.4,39,36.281554
-39351.6,34,38.125041
-15776.0,29,40.272034
-22825.8,28,42.313158
-93232.6,30,44.343665
-18036.8,34,46.570178
-28496.4,31,48.248396
-12684.0,30,50.418263
-21138.4,23,52.236079
-17036.4,29,54.271342
-28430.2,45,56.81145
-17342.6,28,58.32689
-66602.0,31,60.515211
-26889.2,33,62.834999
-10904.2,28,64.648518
-18906.2,27,66.787404
-23086.8,26,68.332463
-16441.2,33,70.806223
-10620.4,37,72.859203
-38035.8,30,74.483107
-15097.4,29,76.516224
-32943.0,39,78.223365
-27489.4,26,80.488444
-24472.4,34,82.473758
-37661.2,31,84.018931
-9726.4,28,85.875399
-23907.6,29,87.419343
-19664.4,28,89.018256
-17493.2,31,90.873551
-20416.2,33,92.753129
-22533.2,26,94.841906
-25549.2,26,97.038751
-30560.2,39,99.123436
-24093.8,32,100.718163
-21675.6,34,102.848765
-10497.2,29,105.115933
-11857.4,31,107.111648
-15674.0,29,108.700112
-24305.6,31,110.533808
-21286.2,29,112.350056
-44262.2,37,114.774011
-85773.4,31,116.857581
-25040.4,36,118.352539
-117503.6,38,120.526231
-14617.6,36,122.894994
-13418.6,38,125.043319
-22369.4,29,127.443234
-36316.6,36,129.545385
-24181.8,26,130.983628
-19194.4,36,133.229101
-26607.6,36,135.509821
-18107.6,36,137.792308
-42687.4,33,139.85137
-39137.6,30,141.768895
-33157.0,29,143.558614
-13357.2,34,145.350547
-7967.8,25,147.589447
-31879.6,31,149.867968
-18971.4,30,151.333984
-23309.0,31,153.466609
-15680.0,28,155.64154
-23385.2,32,157.603452
-32844.8,35,160.550205
-12970.4,38,162.931503
-10409.8,33,164.485445
-46686.8,38,166.329253
-44845.2,33,168.375603
-22698.2,33,170.264874
-10769.8,30,171.837283
-56146.0,33,173.454251
-19023.8,34,175.54135
-27050.8,31,177.565265
-15403.8,27,179.280267
-18276.2,31,181.639146
-23830.6,31,183.555635
-11723.4,34,185.536854
-26361.4,38,187.674358
-22916.6,28,189.687371
-30156.8,33,191.391673
-42466.8,31,193.005838
-11033.2,28,195.097204
-33263.6,35,197.516869
-13906.6,32,199.267538
-69217.0,33,201.470681
-15200.8,31,203.08553
-18780.0,35,205.102666
-20834.0,27,207.126732
-33209.8,35,208.993245
-33167.2,29,211.18832
-27109.4,47,213.111227
-18035.2,31,215.192322
-25119.8,33,217.399542
-24614.8,41,219.330878
-15137.8,30,221.275693
-29480.8,30,223.189253
-29580.2,30,225.221663
-12179.0,30,227.12918
-30471.2,36,228.643894
-18324.0,26,230.777129
-14987.8,32,232.451829
-22064.6,27,234.223725
-22016.8,33,236.89574
-21131.4,32,238.473835
-31197.8,33,240.365309
-13590.6,31,242.589818
-28074.6,27,244.548553
-13299.2,34,246.28522
-10431.2,35,248.508199
-52565.6,33,250.350543
-25323.2,30,252.330678
-51606.8,30,253.926026
-21782.8,32,255.918944
-19249.8,29,257.931986
-19172.6,28,260.03656
-28084.8,30,262.240707
-22078.8,26,263.971666
-28333.4,33,266.185792
-28441.4,38,268.306058
-19934.0,34,270.756451
-12818.0,30,272.890958
-39060.8,34,274.3978
-22576.8,32,276.267541
-23697.0,30,278.128866
-31563.2,27,280.280273
-23854.6,28,282.033713
-28719.8,27,284.634138
-31049.8,34,286.481806
-15660.4,33,288.323866
-31004.2,29,290.483256
-18360.8,40,292.786428
-31230.4,32,295.593804
-20556.8,34,297.535264
-32724.8,35,299.446488
-15515.2,27,300.924451
-32989.6,30,302.473116
-47151.4,32,305.219433
-12779.6,30,307.336439
-50142.2,36,309.391406
-46071.4,32,311.068134
-29060.4,29,313.22387
-13138.4,34,315.305471
-20341.4,33,316.763073
-13146.4,28,318.457189
-16286.2,25,320.425022
-19123.6,28,322.430322
-12505.8,31,324.751737
-20899.0,29,326.769663
-17863.2,31,328.465257
-13921.0,35,330.107203
-20050.8,29,331.573403
-22671.8,32,333.599887
-14114.0,40,335.177724
-37261.4,41,337.276675
-24761.4,31,338.919545
-16786.6,40,340.40347
-20250.0,29,342.29089
-12367.4,33,344.397903
-24498.2,35,346.522866
-19829.6,37,348.466794
-14156.8,29,350.228877
-23993.6,37,351.824439
-31646.0,34,353.504523
-18386.2,30,355.312562
-16970.8,29,357.634279
-11400.4,42,359.770013
-17007.8,34,361.464163
-15329.8,32,363.551219
-18285.4,34,365.500022
-27943.2,37,367.614728
-55812.2,40,369.721507
-11229.2,31,371.764901
-25408.2,31,373.512848
-25903.2,28,375.468381
-20820.2,31,377.337265
-49896.6,29,379.565051
-22847.0,34,381.040845
-25312.4,35,383.182632
-18978.8,33,384.74165
-20565.8,35,386.62665
-7813.0,30,388.508121
-37446.6,35,390.134318
-18069.8,37,391.667315
-18024.8,34,393.633879
-27714.8,37,395.757004
-8605.6,30,397.745147
-32998.6,37,399.871597
-18333.4,29,401.698863
-19665.8,36,403.756177
-22357.4,34,406.609425
-17998.6,29,408.611081
-17663.2,25,410.712998
-16222.0,30,412.161948
-37981.6,28,413.593354
-12295.8,28,415.572023
-11345.8,26,417.81292
-17540.4,32,419.437169
-13813.4,30,421.267538
-14401.0,28,423.418936
-19501.4,40,425.47621
-21497.8,28,427.684129
-21617.4,36,429.106737
-21953.4,32,430.824266
-96499.8,32,432.863963
-12446.0,31,435.071383
-19284.6,30,437.340623
-14411.2,29,439.053223
-16104.6,35,441.30639
-40041.2,37,443.260499
-15134.2,34,444.731035
-18909.0,30,447.40897
-25456.4,35,449.247231
-18901.2,24,451.333248
-48111.6,36,453.321884
-45005.8,32,455.196911
-45726.8,34,457.311802
-15573.2,36,459.170781
-21971.2,34,461.124479
-16858.0,26,463.012713
-16611.2,27,464.504772
-10471.8,27,466.640889
-24152.0,38,468.571879
-14263.6,31,470.665542
-24853.0,29,472.686291
