#{"t_start": 1746352947.2849193, "env_id": "None"}
r,l,t
-12523.664089,25,1.786566
-13802.184171,33,3.603049
-27593.976015,35,5.972188
-19243.193957,32,7.938124
-18734.28964,32,10.015622
-41874.505565,33,12.17771
-47940.380294,27,13.871124
-58883.969605,39,15.94801
-42299.938413,30,18.032092
-32183.922165,28,19.839422
-31850.725088,35,21.96632
-41092.428332,31,23.771096
-47768.777011,36,25.761845
-23313.853443,39,28.046386
-18233.003306,35,30.051294
-45386.41581,38,32.383548
-14392.225444,29,34.03229
-72193.624729,38,35.961372
-17446.122144,33,38.018037
-35372.537411,38,40.422567
-38233.925192,29,42.507961
-19950.589229,31,44.190394
-12269.437656,34,46.328403
-39690.71534,32,48.653276
-21240.711246,30,50.611602
-62326.86729,29,52.628299
-21552.375387,28,54.137393
-34908.78803,38,56.505802
-29232.738858,43,58.500883
-22640.316099,34,60.641953
-28729.817607,48,62.417773
-13568.4251,30,63.82842
-61982.700111,34,65.990943
-14292.71102,32,67.880174
-13641.660475,31,69.543372
-21942.6356,31,71.253846
-8167.8689,34,73.822374
-44966.736327,37,75.93273
-38603.773707,41,78.332393
-9576.297054,30,79.849369
-22763.147362,33,81.929935
-33577.510533,29,84.01507
-53154.388579,38,85.971762
-14439.396024,37,87.770752
-11227.981682,36,89.76534
-8961.445712,28,91.887408
-31421.784208,33,93.974836
-12086.861429,29,96.039567
-11622.021025,31,98.126329
-25346.615171,31,99.973351
-33550.781844,33,102.343247
-45470.15041,32,104.215208
-31711.077188,25,106.008035
-20856.86955,31,107.53
-21207.55477,27,109.203694
-18014.465806,31,111.382976
-48140.521234,29,113.547863
-38321.302064,33,115.619205
-31816.125796,35,117.053301
-16339.93957,31,118.96951
-40858.479843,35,121.199608
-15881.544026,35,123.203414
-65215.146145,38,125.548975
-42450.474558,33,128.114133
-37737.56286,35,130.502852
-25346.465419,34,132.000011
-17650.105316,36,133.932126
-13961.916933,40,135.869115
-26549.974161,34,138.125865
-15607.129792,30,140.228415
-25467.934625,30,142.272892
-21688.950864,30,143.680265
-30375.041396,39,145.173853
-13834.682032,30,146.866425
-19399.225634,29,148.572085
-37135.129512,32,150.694838
-42185.439005,35,152.684552
-66277.832918,37,154.843074
-16081.095202,27,156.804625
-17719.384286,32,158.61038
-17627.088304,32,160.454648
-35869.605375,33,162.885132
-43402.283316,30,164.394914
-15431.08445,36,166.465913
-22209.81103,30,168.298462
-13859.215975,28,169.973559
-12994.475852,31,172.223539
-27775.655619,32,173.957729
-21097.848936,30,176.053721
-14630.827554,28,178.237231
-16551.368777,33,180.042126
-25124.971875,38,181.769075
-22927.004147,43,183.635841
-41610.208722,35,185.225635
-31674.739256,35,187.341468
-14365.432631,34,189.210871
-59852.675488,34,190.758515
-34298.682762,29,193.003389
-33012.229125,32,195.182803
-32789.303599,37,196.995449
-28863.893545,37,199.286746
-12251.770952,34,201.127732
-34225.0232,35,203.085676
-22455.366652,34,204.780518
-24202.544307,32,207.095853
-32583.68558,35,208.837221
-16016.624031,36,210.694556
-21092.396846,32,212.160424
-16411.680048,29,214.138261
-21805.348652,32,216.575833
-19667.670458,28,218.702518
-15356.636829,30,220.530201
-14927.147391,33,222.408043
-27630.409447,33,224.297981
-57844.82258,35,226.234209
-27289.481019,35,228.481597
-53844.486868,37,230.47906
-18586.887082,27,232.771503
-18731.671964,28,235.023446
-29092.776906,31,237.043169
-45704.640145,28,238.798529
-13488.364803,32,240.931771
-15431.639165,32,242.965099
-20387.622393,29,244.742007
-14585.59857,37,247.019259
-16723.263819,28,248.854798
-29329.872168,33,251.093903
-17860.447715,33,253.3207
-10292.94298,28,255.140471
-24128.408944,34,257.221866
-24535.602298,31,258.951058
-35053.096071,26,260.932752
-42148.099546,28,262.713651
-20153.157753,27,264.265066
-35305.330232,34,266.582798
-18165.331743,39,268.719544
-18195.063372,23,270.712511
-53694.017718,33,272.935334
-14880.241617,29,274.437218
-43224.564586,38,276.385872
-17631.567979,30,278.401472
-14436.814923,37,280.108907
-14515.207488,31,282.513675
-12511.112453,30,284.363994
-50017.164336,32,286.48344
-55138.74667,36,287.9977
-226518.175406,41,290.285672
-45153.288899,36,292.381311
-15643.071797,30,294.457226
-21487.308235,38,296.79765
-35059.097306,23,298.638327
-23148.913872,29,300.535794
-35140.550596,30,302.701403
-16902.84134,30,304.14909
-8341.286108,33,306.476683
-37062.713894,33,308.606977
-14998.903666,30,310.48841
-28286.234923,32,311.959483
-35556.316377,29,314.09977
-10234.887379,32,316.3647
-22266.372334,37,318.153005
-61239.730129,28,319.97932
-23538.295076,34,321.87069
-65322.941844,36,324.063489
-24588.101525,37,325.993309
-14065.85737,33,328.014883
-37725.660527,33,330.083463
-22944.254623,32,332.029463
-40019.318562,31,333.938813
-15048.993286,35,336.306947
-49483.618437,44,338.372661
-34569.741359,29,340.503113
-25901.255699,37,342.226165
-15197.250906,30,344.053793
-28127.816964,35,346.082849
-29764.396925,31,347.511486
-20581.640325,30,349.208668
-45562.516964,32,351.263828
-37021.788508,31,352.848396
-17247.135087,28,354.858677
-50043.100713,33,357.151834
-56992.330046,25,358.904665
-16747.795488,31,360.686917
-24555.674861,32,362.608464
-17526.293834,38,364.096215
-10032.822018,32,366.607089
-22174.912163,39,368.8486
-36001.299318,36,370.488235
-23899.873468,36,372.579364
-29141.7,40,374.243011
-32376.388853,27,376.019207
-36287.997885,30,377.667708
-10542.372047,32,379.203796
-19991.17336,34,381.140198
-12818.455443,28,382.689156
-49116.124368,27,384.348173
-49870.560161,31,386.28213
-70264.510997,39,387.915773
-18306.688368,33,390.294209
-31349.489408,37,392.612408
-19314.524285,31,394.199773
-18993.291321,35,396.152139
-30754.945917,34,397.908135
-15811.638129,29,400.288164
-17647.710958,28,402.173977
-19942.100534,35,404.051705
-81517.31281,40,406.029983
-56686.64701,38,408.055431
-28711.91695,39,410.254731
-56777.132155,32,412.362619
-23981.005549,33,414.206062
-13227.391333,30,415.736425
-55347.323321,38,418.054485
-34981.994474,33,420.252762
-23949.336656,34,421.984681
-81829.211469,30,423.907006
-10274.086919,30,425.64537
-19208.535202,30,427.662333
-15223.874039,28,429.379272
-37798.427162,44,430.933508
-30674.536579,30,433.114154
-29730.723372,33,435.084196
-11865.821616,30,437.101791
-43275.475403,34,439.196114
-41567.504647,34,441.04938
-9697.998629,29,442.746869
-9461.110341,33,444.891302
-49259.358819,35,446.730936
-38109.873797,28,448.771364
-29965.05,36,450.890175
-51263.807845,35,452.771907
-12957.406962,24,454.731615
-38334.488028,31,456.324279
-96475.592333,32,458.671376
-50850.95588,34,460.823793
-22034.854659,33,462.765173
-38818.595811,30,464.693934
-23794.046442,36,466.28254
-92579.025267,42,468.329685
-30019.420451,29,470.682208
-52253.761093,34,473.278873
-16970.208144,27,475.111609
-43447.692606,26,476.612887
-56799.484214,38,478.291521
-8421.802347,23,480.160191
-14296.871459,31,481.723132
-21276.627959,41,483.872108
-20141.960294,36,486.004906
-60856.316824,30,487.926986
-16562.313172,31,490.02683
-29726.971931,32,491.488831
-9486.483852,35,493.836427
-133804.584446,38,495.618541
-31674.595307,23,496.983198
-21024.920851,28,498.895087
-51312.50001,39,501.041421
-19112.630174,35,503.476205
-24804.115778,39,505.827536
-40006.239408,39,508.14216
-12986.017002,25,510.042937
-16942.002558,30,511.892344
-14792.255989,28,514.007591
-22943.358453,29,515.97531
-21707.319971,30,517.484901
-16294.812443,33,519.346796
-17436.523239,34,521.214519
-30607.795213,35,523.026938
-54521.369631,44,525.301644
-10137.005546,31,527.019535
-65239.686901,38,529.098878
-31199.645385,36,530.833125
-14052.049771,29,532.347823
-26771.807796,39,534.430192
-12637.027586,38,536.445033
-21379.261729,39,538.06311
-23509.809489,35,540.135639
-30933.730799,42,542.29826
-15775.72033,37,544.04725
-8724.863854,30,546.270723
-18319.349319,35,547.717345
-13800.640051,36,549.689878
-6823.54672,29,551.823592
-39448.0867,34,553.261513
-16601.08386,34,555.766898
-18971.73102,38,557.736075
-32115.269575,37,559.388175
-25290.627096,34,561.560038
-30901.053925,30,563.070205
-26060.54181,37,564.966954
-18012.607265,30,567.54019
-10972.181869,33,569.299932
-14247.037438,29,570.991667
-30229.574677,32,572.816433
-18789.543682,36,575.536974
-12314.09359,32,577.138477
-34568.780198,35,579.020031
-11118.153981,31,580.970212
-23496.094478,35,582.944428
-33279.002575,23,584.330276
-20113.804883,32,586.411942
-18346.223832,30,588.000773
-16686.339306,31,589.980736
-20719.344767,32,592.158866
-23867.332346,39,594.042203
-22483.530501,33,595.884835
-20195.89051,32,597.330358
-17823.138327,39,599.259663
-26308.775861,32,600.910409
-33859.596071,30,603.043721
-19099.363614,28,604.564005
-22452.678314,33,606.283844
-12110.209873,28,608.177747
-14597.365582,32,609.932369
-38011.662086,33,612.025354
-54111.64151,31,613.523274
-29377.174095,33,615.54968
-14429.806394,41,617.452839
-16565.768464,38,619.318008
-25702.590768,38,621.493213
-23452.725541,37,623.479184
-30173.066465,34,625.097457
-14306.282016,29,626.540491
-26875.617844,34,628.526982
-13959.018296,28,631.33987
-10462.988281,30,633.594475
-51788.06167,33,635.492625
-25329.524496,33,637.621476
-18783.207307,32,639.032888
-69770.0269,39,641.215133
-12339.793817,28,643.377591
-54004.940794,28,645.522835
-21993.135492,28,647.036372
-8783.53745,34,648.876791
-24316.102109,29,651.231308
-23638.591505,30,653.187932
-18319.489585,28,655.227266
-17150.30599,34,657.317103
-9999.77391,26,658.966826
-15486.348174,37,661.082001
-25880.804761,37,662.883651
-49643.858243,31,664.317618
-23239.691669,33,666.259037
-23640.479512,36,668.045616
-69412.713401,38,670.214173
-58339.94313,31,672.191163
-11281.153686,28,674.188754
-13370.964017,37,676.299465
-19406.689972,31,678.295685
-67270.740502,33,680.134576
-18042.35,39,681.838332
-17322.689464,33,683.354549
-36362.057639,32,685.277898
-27135.858429,32,687.144284
-21960.775064,35,688.798296
-7952.789777,30,690.331903
-16647.499568,28,692.250434
-11866.948433,31,694.147836
-32275.450901,38,695.619234
-18630.81534,40,697.763569
-13710.386716,33,699.858323
-25513.48102,32,702.093264
-24730.850404,29,704.008735
-28763.248262,30,705.603832
-42565.930743,34,707.620585
-23117.725542,33,709.2609
-18322.008155,32,711.237331
-13708.156741,37,713.871274
-46521.905776,25,715.6553
-16116.895772,31,717.655768
-35950.14099,35,719.318867
-30439.026983,34,720.829388
-30926.777266,28,723.097625
-19373.814699,31,724.559239
-7238.562029,30,726.450199
-18926.22912,38,728.799897
-15259.562685,34,730.809297
-36137.928817,34,732.743148
-73023.178315,34,735.267398
-16742.913406,29,737.572999
-27613.447232,29,739.323167
-32568.282476,28,741.025392
-13193.366806,34,743.244366
-63615.657001,36,745.252663
-59975.71382,31,747.357657
-15797.441487,30,749.258908
-23424.803502,28,751.024725
-35072.569181,29,753.28376
-37588.578044,34,755.266222
-13585.595205,32,757.428206
-17728.709005,34,759.295578
-30369.627339,36,761.331284
-10030.548297,32,763.510972
-41597.711224,39,765.267657
-17534.241763,32,767.483325
-18507.961381,40,769.3245
-28766.97761,29,771.273262
-39070.942626,22,772.900474
-36758.872259,32,774.965247
-44227.018357,30,776.485316
-23298.23058,31,778.623608
-11126.841997,27,780.640161
-15386.874346,35,782.058631
-29089.59797,35,783.945265
-15853.021782,34,786.38142
-18134.657077,31,788.244582
-12867.133868,31,790.169519
-37359.823669,40,791.783247
-27804.280577,39,793.490108
-28750.60584,31,795.367398
-22629.030376,35,796.809528
-11674.826815,36,798.807283
-30306.867668,25,800.346848
-22453.303749,38,801.884067
-41642.062439,30,804.0333
-48792.749693,38,806.184995
-15719.450945,30,808.16595
-12113.533959,27,809.811059
-15742.598644,28,811.750801
-14511.376289,35,813.421726
-9093.789777,30,815.425492
-8908.662944,27,817.072381
-16315.418494,38,819.064885
-38820.326892,35,821.198673
-28878.731301,36,822.843921
-10963.812139,34,825.4059
-13158.179785,30,827.241797
-48961.658801,28,829.369715
-38075.016228,23,831.151906
-16196.451068,33,832.748759
-19830.70485,38,834.383362
-19431.702057,28,836.160324
-10536.36626,25,837.542527
-19879.097754,44,839.595307
-13495.670416,24,841.909131
-25791.515334,30,843.973936
-19866.848249,33,845.959903
-33122.962069,35,847.592098
-41882.778029,26,849.248523
-14665.201579,34,851.182971
-17883.727463,37,852.678968
-30070.434588,35,854.68554
-14603.486328,31,856.815678
-11827.133403,37,858.747549
-15223.75046,28,861.19365
-26203.95474,33,862.835589
-21898.515885,37,865.0193
-115277.220954,31,867.053836
-26033.719081,26,868.434099
-44306.652423,35,870.313385
-18324.489863,40,872.333741
-15464.780134,43,874.294991
-28131.692903,31,876.681591
-43061.763352,35,878.633181
-13827.499823,32,880.723823
-9628.914392,36,882.219292
-14941.900247,27,884.038347
-16472.104032,38,885.945454
