episode,reward
0,-15338.503602
1,-32030.991312
2,-23861.561757
3,-20662.325313
4,-17363.082622
5,-14563.606079
6,-8909.799072
7,-21763.095163
8,-18915.376297
9,-30060.549823
10,-23664.592462
11,-62723.150447
12,-75212.78347
13,-10805.761787
14,-25121.084045
15,-22137.650431
16,-9912.848284
17,-34944.90977
18,-23674.613579
19,-10936.128247
20,-13359.801825
21,-80798.620917
22,-17538.416824
23,-42933.895669
24,-22287.671902
25,-39761.303016
26,-19625.279277
27,-38980.153075
28,-28574.137942
29,-18019.412077
30,-17849.454946
31,-25338.401703
32,-24191.813648
33,-22346.679264
34,-39580.174359
35,-25277.85579
36,-9299.2754
37,-35733.032846
38,-10508.847798
39,-25798.5
40,-30139.312212
41,-15772.316168
42,-74255.872294
43,-13123.857656
44,-14291.191208
45,-39063.722898
46,-10812.046973
47,-23096.307887
48,-108713.440375
49,-13674.334283
50,-10289.696369
51,-13530.672715
52,-19255.151848
53,-44734.420625
54,-16067.970095
55,-38052.353509
56,-43373.076341
57,-22182.132636
58,-20633.516777
59,-16808.339133
60,-16028.747446
61,-15424.132516
62,-12566.395766
63,-20509.708111
64,-17348.315819
65,-13130.540705
66,-23298.657313
67,-14738.326831
68,-18101.195595
69,-16131.681155
70,-45463.027854
71,-14252.498631
72,-22727.84245
73,-26201.232607
74,-22954.528245
75,-31651.113293
76,-15182.760453
77,-36171.398015
78,-8472.816073
79,-22163.409879
80,-26330.305268
81,-17514.850684
82,-39163.177789
83,-12199.040674
84,-9394.20053
85,-18263.812144
86,-17431.215305
87,-14485.588371
88,-27900.983734
89,-24050.338372
90,-106552.787549
91,-22373.412388
92,-38078.009456
93,-15604.016117
94,-61955.342741
95,-32970.069925
96,-52931.5021
97,-15379.688915
98,-41708.530609
99,-55038.163082
100,-28611.342193
101,-26198.354516
102,-12907.960408
103,-36144.734854
104,-30520.940577
105,-14768.271286
106,-17265.504733
107,-14322.993951
108,-28241.403344
109,-24261.329691
110,-8380.515584
111,-30410.010485
112,-23913.882879
113,-21185.450553
114,-49315.414837
115,-13277.394923
116,-29581.197522
117,-13848.888104
118,-22079.012699
119,-15479.229644
120,-35790.011209
121,-24348.294756
122,-18352.782007
123,-27698.609726
124,-30976.847111
125,-22252.117292
126,-8683.235484
127,-29558.698626
128,-37806.243398
129,-83421.817062
130,-89679.589016
131,-20444.707263
132,-33469.344271
133,-35042.807471
134,-17830.427463
135,-19645.824602
136,-18486.306341
137,-14724.612344
138,-30162.572833
139,-35095.256626
140,-40313.171521
141,-28515.031922
142,-13296.52018
143,-41330.680294
144,-14760.100152
145,-8099.710921
146,-12982.350942
147,-27625.303312
148,-26219.31293
149,-25250.958688
150,-19126.36685
151,-17394.70975
152,-22466.230316
153,-10882.19594
