#{"t_start": 1746369241.832824, "env_id": "None"}
r,l,t
-17631.930775,61,2.270856
-17631.930775,61,4.199838
-17631.930775,61,6.218976
-17631.930775,61,7.93605
-17631.930775,61,9.654065
-17631.930775,61,11.500227
-17631.930775,61,13.265363
-17631.930775,61,14.839963
-17631.930775,61,16.414265
-17631.930775,61,18.024137
-17631.930775,61,19.682557
-17631.930775,61,21.356475
-17631.930775,61,23.062137
-17631.930775,61,24.816614
-17631.930775,61,27.664327
-17631.930775,61,29.434502
